Site,Sex,Race,Age,Population,Diagnosis.Count,Diagnosis.Rate,Diagnosis.Lower,Diagnosis.Upper,Death.Count,Death.Rate,Death.Lower,Death.Upper
Other Non-Epithelial Skin,Male,Black,50-54,740813,11,1.5e-5,7e-6,2.7000000000000002e-5,1,1.3498683203453502e-6,0,0
Other Non-Epithelial Skin,Male,Black,60-64,390440,8,2e-5,9e-6,4e-5,3,7.683638971416863e-6,0,0
Other Non-Epithelial Skin,Male,Black,70-74,228946,7,3.1e-5,1.2e-5,6.3e-5,2,8.735684397194098e-6,0,0
Other Non-Epithelial Skin,Female,All,50-54,7743791,104,1.3000000000000001e-5,1.1000000000000001e-5,1.6e-5,10,1.291357166018556e-6,0,0
Other Non-Epithelial Skin,Female,All,60-64,4593481,105,2.2999999999999997e-5,1.8999999999999998e-5,2.8e-5,21,4.571696280010737e-6,0,0
Other Non-Epithelial Skin,Female,All,70-74,3750637,165,4.4000000000000006e-5,3.7999999999999995e-5,5.1e-5,64,1.7063768101258533e-5,0,0
Other Non-Epithelial Skin,Female,Black,50-54,862821,15,1.7e-5,1e-5,2.9e-5,2,2.3179778888089185e-6,0,0
Other Non-Epithelial Skin,Female,Black,60-64,482882,4,8e-6,2e-6,2.1000000000000002e-5,1,2.070899308733811e-6,0,0
Other Non-Epithelial Skin,Female,Black,70-74,332818,9,2.7000000000000002e-5,1.2e-5,5.1e-5,5,1.5023225907252613e-5,0,0
Other Oral Cavity and Pharynx,Male,All,50-54,7410465,54,7e-6,5e-6,1e-5,34,4.58810614448621e-6,0,0
Other Oral Cavity and Pharynx,Male,All,60-64,4183965,66,1.6e-5,1.2e-5,2e-5,47,1.1233363567811872e-5,0,0
Other Oral Cavity and Pharynx,Male,All,70-74,2964507,50,1.7e-5,1.3000000000000001e-5,2.2000000000000003e-5,42,1.4167617077645626e-5,0,0
Other Oral Cavity and Pharynx,Male,Black,50-54,740813,9,1.2e-5,6e-6,2.2999999999999997e-5,6,8.099209922072103e-6,0,0
Other Oral Cavity and Pharynx,Male,Black,60-64,390440,14,3.6e-5,2e-5,6e-5,10,2.5612129904722878e-5,0,0
Other Oral Cavity and Pharynx,Male,Black,70-74,228946,7,3.1e-5,1.2e-5,6.3e-5,6,2.6207053191582295e-5,0,0
Other Oral Cavity and Pharynx,Female,All,50-54,7743791,16,2e-6,1e-6,3e-6,9,1.1622214494167005e-6,0,0
Other Oral Cavity and Pharynx,Female,All,60-64,4593481,25,5e-6,4e-6,8e-6,18,3.918596811437774e-6,0,0
Other Oral Cavity and Pharynx,Female,All,70-74,3750637,37,1e-5,7e-6,1.4e-5,29,7.732019920882772e-6,0,0
Other Oral Cavity and Pharynx,Female,Black,50-54,862821,4,5e-6,1e-6,1.2e-5,2,2.3179778888089185e-6,0,0
Other Oral Cavity and Pharynx,Female,Black,60-64,482882,4,8e-6,2e-6,2.1000000000000002e-5,3,6.212697926201432e-6,0,0
Other Oral Cavity and Pharynx,Female,Black,70-74,332818,6,1.8e-5,7e-6,3.9e-5,4,1.201858072580209e-5,0,0
Other Urinary Organs,Male,All,50-54,7410465,27,4e-6,2e-6,5e-6,11,1.4843872820396561e-6,0,0
Other Urinary Organs,Male,All,60-64,4183965,36,9e-6,6e-6,1.2e-5,20,4.78015470970718e-6,0,0
Other Urinary Organs,Male,All,70-74,2964507,74,2.5e-5,2e-5,3.1e-5,52,1.7540859238989822e-5,0,0
Other Urinary Organs,Male,Black,50-54,740813,2,3e-6,0,1e-5,1,1.3498683203453502e-6,0,0
Other Urinary Organs,Male,Black,60-64,390440,5,1.3000000000000001e-5,4e-6,3e-5,3,7.683638971416863e-6,0,0
Other Urinary Organs,Male,Black,70-74,228946,8,3.5e-5,1.5e-5,6.900000000000001e-5,6,2.6207053191582295e-5,0,0
Other Urinary Organs,Female,All,50-54,7743791,15,2e-6,1e-6,3e-6,10,1.291357166018556e-6,0,0
Other Urinary Organs,Female,All,60-64,4593481,24,5e-6,3e-6,8e-6,16,3.4831971657224663e-6,0,0
Other Urinary Organs,Female,All,70-74,3750637,24,6e-6,4e-6,1e-5,16,4.265942025314633e-6,0,0
Other Urinary Organs,Female,Black,50-54,862821,5,6e-6,2e-6,1.4e-5,5,5.794944722022297e-6,0,0
Other Urinary Organs,Female,Black,60-64,482882,9,1.8999999999999998e-5,9e-6,3.5e-5,7,1.4496295161136675e-5,0,0
Other Urinary Organs,Female,Black,70-74,332818,6,1.8e-5,7e-6,3.9e-5,6,1.8027871088703135e-5,0,0
Ovary,Male,All,50-54,7410465,0,0,0,0,0,0,0,0
Ovary,Male,All,60-64,4183965,0,0,0,1e-6,0,0,0,0
Ovary,Male,All,70-74,2964507,0,0,0,1e-6,0,0,0,0
Ovary,Male,Black,50-54,740813,0,0,0,5e-6,0,0,0,0
Ovary,Male,Black,60-64,390440,0,0,0,9e-6,0,0,0,0
Ovary,Male,Black,70-74,228946,0,0,0,1.6e-5,0,0,0,0
Ovary,Female,All,50-54,7743791,1769,2.28e-4,2.18e-4,2.3899999999999998e-4,965,1.2461596652079066e-4,1.2310809963750314e-4,1.2310809963750314e-4
Ovary,Female,All,60-64,4593481,1851,4.03e-4,3.85e-4,4.22e-4,1247,2.714716791034947e-4,2.0753833399985761e-4,3.1130750099978645e-4
Ovary,Female,All,70-74,3750637,1909,5.09e-4,4.86e-4,5.32e-4,1484,3.956661228479322e-4,3.812645934543919e-4,3.812645934543919e-4
Ovary,Female,Black,50-54,862821,120,1.39e-4,1.15e-4,1.6600000000000002e-4,59,6.83803477198631e-5,6.421318326744482e-5,6.421318326744482e-5
Ovary,Female,Black,60-64,482882,142,2.94e-4,2.48e-4,3.4700000000000003e-4,102,2.112317294908487e-4,2.2947421109090834e-4,2.2947421109090834e-4
Ovary,Female,Black,70-74,332818,128,3.85e-4,3.21e-4,4.5700000000000005e-4,97,2.9145058260070066e-4,1.6647081287670738e-4,3.3294162575341475e-4
Pancreas,Male,All,50-54,7410465,951,1.28e-4,1.2e-4,1.37e-4,824,1.1119410185460696e-4,1.2550799335804165e-4,1.2550799335804165e-4
Pancreas,Male,All,60-64,4183965,1395,3.3299999999999996e-4,3.1600000000000004e-4,3.51e-4,1233,2.9469653785344765e-4,3.334418160763773e-4,3.334418160763773e-4
Pancreas,Male,All,70-74,2964507,1920,6.479999999999999e-4,6.19e-4,6.77e-4,1677,5.656927104574218e-4,4.706040120667619e-4,6.274720160890158e-4
Pancreas,Male,Black,50-54,740813,135,1.82e-4,1.53e-4,2.1600000000000002e-4,111,1.4983538355833388e-4,1.3821260156071774e-4,2.0731890234107665e-4
Pancreas,Male,Black,60-64,390440,185,4.74e-4,4.08e-4,5.470000000000001e-4,155,3.969880135232046e-4,3.933627138612847e-4,5.24483618481713e-4
Pancreas,Male,Black,70-74,228946,209,9.13e-4,7.93e-4,0.001045,146,6.377049609951692e-4,4.472220174189547e-4,6.708330261284321e-4
Pancreas,Female,All,50-54,7743791,595,7.7e-5,7.099999999999999e-5,8.300000000000001e-5,518,6.68923011997612e-5,6.155404981875157e-5,6.155404981875157e-5
Pancreas,Female,All,60-64,4593481,1071,2.33e-4,2.1899999999999998e-4,2.48e-4,935,2.0354933437190663e-4,2.0753833399985761e-4,2.0753833399985761e-4
Pancreas,Female,All,70-74,3750637,1953,5.21e-4,4.98e-4,5.44e-4,1758,4.6872038003144533e-4,5.083527912725225e-4,5.083527912725225e-4
Pancreas,Female,Black,50-54,862821,92,1.07e-4,8.599999999999999e-5,1.3099999999999999e-4,76,8.808315977473891e-5,6.421318326744482e-5,1.2842636653488963e-4
Pancreas,Female,Black,60-64,482882,167,3.46e-4,2.95e-4,4.02e-4,125,2.5886241359172635e-4,2.2947421109090834e-4,3.442113166363625e-4
Pancreas,Female,Black,70-74,332818,234,7.03e-4,6.16e-4,7.99e-4,189,5.678779392941488e-4,4.994124386301222e-4,6.658832515068295e-4
Penis,Male,All,50-54,7410465,59,8e-6,6e-6,1e-5,29,3.913384652650002e-6,0,0
Penis,Male,All,60-64,4183965,107,2.6000000000000002e-5,2.1000000000000002e-5,3.1e-5,43,1.0277332625870436e-5,0,0
Penis,Male,All,70-74,2964507,123,4.0999999999999994e-5,3.4e-5,5e-5,75,2.5299316210081475e-5,0,0
Penis,Male,Black,50-54,740813,5,7e-6,2e-6,1.6e-5,2,2.6997366406907004e-6,0,0
Penis,Male,Black,60-64,390440,16,4.0999999999999994e-5,2.2999999999999997e-5,6.7e-5,8,2.0489703923778303e-5,0,0
Penis,Male,Black,70-74,228946,10,4.4000000000000006e-5,2.1000000000000002e-5,8e-5,6,2.6207053191582295e-5,0,0
Penis,Female,All,50-54,7743791,0,0,0,0,0,0,0,0
Penis,Female,All,60-64,4593481,0,0,0,1e-6,0,0,0,0
Penis,Female,All,70-74,3750637,0,0,0,1e-6,0,0,0,0
Penis,Female,Black,50-54,862821,0,0,0,4e-6,0,0,0,0
Penis,Female,Black,60-64,482882,0,0,0,8e-6,0,0,0,0
Penis,Female,Black,70-74,332818,0,0,0,1.1000000000000001e-5,0,0,0,0
"Peritoneum, Omentum and Mesentery",Male,All,50-54,7410465,6,1e-6,0,2e-6,3,4.048328951017244e-7,0,0
"Peritoneum, Omentum and Mesentery",Male,All,60-64,4183965,13,3e-6,2e-6,5e-6,8,1.912061883882872e-6,0,0
"Peritoneum, Omentum and Mesentery",Male,All,70-74,2964507,9,3e-6,1e-6,6e-6,8,2.698593729075357e-6,0,0
"Peritoneum, Omentum and Mesentery",Male,Black,50-54,740813,2,3e-6,0,1e-5,2,2.6997366406907004e-6,0,0
"Peritoneum, Omentum and Mesentery",Male,Black,60-64,390440,3,8e-6,2e-6,2.2000000000000003e-5,1,2.561212990472288e-6,0,0
"Peritoneum, Omentum and Mesentery",Male,Black,70-74,228946,0,0,0,1.6e-5,0,0,0,0
"Peritoneum, Omentum and Mesentery",Female,All,50-54,7743791,79,1e-5,8e-6,1.3000000000000001e-5,58,7.489871562907625e-6,0,0
"Peritoneum, Omentum and Mesentery",Female,All,60-64,4593481,154,3.4e-5,2.8e-5,3.9e-5,122,2.6559378388633805e-5,0,0
"Peritoneum, Omentum and Mesentery",Female,All,70-74,3750637,216,5.8e-5,5e-5,6.599999999999999e-5,185,4.932495466770045e-5,0,0
"Peritoneum, Omentum and Mesentery",Female,Black,50-54,862821,5,6e-6,2e-6,1.4e-5,2,2.3179778888089185e-6,0,0
"Peritoneum, Omentum and Mesentery",Female,Black,60-64,482882,7,1.4e-5,6e-6,3e-5,5,1.0354496543669054e-5,0,0
"Peritoneum, Omentum and Mesentery",Female,Black,70-74,332818,8,2.4e-5,1e-5,4.7000000000000004e-5,7,2.1032516270153657e-5,0,0
Pleura,Male,All,50-54,7410465,4,1e-6,0,1e-6,3,4.048328951017244e-7,0,0
Pleura,Male,All,60-64,4183965,4,1e-6,0,2e-6,2,4.78015470970718e-7,0,0
Pleura,Male,All,70-74,2964507,6,2e-6,1e-6,4e-6,5,1.6866210806720983e-6,0,0
Pleura,Male,Black,50-54,740813,0,0,0,5e-6,0,0,0,0
Pleura,Male,Black,60-64,390440,0,0,0,9e-6,0,0,0,0
Pleura,Male,Black,70-74,228946,0,0,0,1.6e-5,0,0,0,0
Pleura,Female,All,50-54,7743791,2,0,0,1e-6,2,2.582714332037112e-7,0,0
Pleura,Female,All,60-64,4593481,5,1e-6,0,3e-6,2,4.353996457153083e-7,0,0
Pleura,Female,All,70-74,3750637,4,1e-6,0,3e-6,4,1.0664855063286583e-6,0,0
Pleura,Female,Black,50-54,862821,0,0,0,4e-6,0,0,0,0
Pleura,Female,Black,60-64,482882,0,0,0,8e-6,0,0,0,0
Pleura,Female,Black,70-74,332818,0,0,0,1.1000000000000001e-5,0,0,0,0
Prostate,Male,All,50-54,7410465,10616,0.001433,0.001405,0.00146,1247,1.6827554006395011e-4,1.8826199003706246e-4,1.8826199003706246e-4
Prostate,Male,All,60-64,4183965,25621,0.006124,0.006049,0.006199,4986,0.00119169256913,0.001111472720254591,0.0012226199922800503
Prostate,Male,All,70-74,2964507,31968,0.010784,0.010665999999999998,0.010902,12227,0.004124463190675549,0.004078568104578603,0.004235436108600857
Prostate,Male,Black,50-54,740813,2033,0.002744,0.0026260000000000003,0.002866,359,4.8460272700398077e-4,4.146378046821533e-4,5.52850406242871e-4
Prostate,Male,Black,60-64,390440,3990,0.010218999999999999,0.009905,0.010540999999999998,1040,0.0026636615100911793,0.002491297187788136,0.0028846599016494213
Prostate,Male,Black,70-74,228946,3565,0.015571,0.015064000000000001,0.016090999999999998,1546,0.006752684039031038,0.006484719252574844,0.007155552278703275
Prostate,Female,All,50-54,7743791,0,0,0,0,0,0,0,0
Prostate,Female,All,60-64,4593481,0,0,0,1e-6,0,0,0,0
Prostate,Female,All,70-74,3750637,0,0,0,1e-6,0,0,0,0
Prostate,Female,Black,50-54,862821,0,0,0,4e-6,0,0,0,0
Prostate,Female,Black,60-64,482882,0,0,0,8e-6,0,0,0,0
Prostate,Female,Black,70-74,332818,0,0,0,1.1000000000000001e-5,0,0,0,0
Retroperitoneum,Male,All,50-54,7410465,36,5e-6,3e-6,7e-6,23,3.1037188624465537e-6,0,0
Retroperitoneum,Male,All,60-64,4183965,36,9e-6,6e-6,1.2e-5,25,5.975193387133974e-6,0,0
Retroperitoneum,Male,All,70-74,2964507,49,1.7e-5,1.2e-5,2.2000000000000003e-5,43,1.4504941293780045e-5,0,0
Retroperitoneum,Male,Black,50-54,740813,2,3e-6,0,1e-5,1,1.3498683203453502e-6,0,0
Retroperitoneum,Male,Black,60-64,390440,3,8e-6,2e-6,2.2000000000000003e-5,2,5.122425980944576e-6,0,0
Retroperitoneum,Male,Black,70-74,228946,1,4e-6,0,2.4e-5,1,4.367842198597049e-6,0,0
Retroperitoneum,Female,All,50-54,7743791,46,6e-6,4e-6,8e-6,21,2.7118500486389677e-6,0,0
Retroperitoneum,Female,All,60-64,4593481,43,9e-6,7e-6,1.3000000000000001e-5,26,5.660195394299007e-6,0,0
Retroperitoneum,Female,All,70-74,3750637,52,1.4e-5,1e-5,1.8e-5,40,1.0664855063286584e-5,0,0
Retroperitoneum,Female,Black,50-54,862821,11,1.3000000000000001e-5,6e-6,2.2999999999999997e-5,7,8.112922610831215e-6,0,0
Retroperitoneum,Female,Black,60-64,482882,9,1.8999999999999998e-5,9e-6,3.5e-5,5,1.0354496543669054e-5,0,0
Retroperitoneum,Female,Black,70-74,332818,7,2.1000000000000002e-5,8e-6,4.2999999999999995e-5,4,1.201858072580209e-5,0,0
Salivary Gland,Male,All,50-54,7410465,141,1.8999999999999998e-5,1.6e-5,2.2000000000000003e-5,53,7.152047813463797e-6,0,0
Salivary Gland,Male,All,60-64,4183965,153,3.7000000000000005e-5,3.1e-5,4.2999999999999995e-5,84,2.0076649780770154e-5,0,0
Salivary Gland,Male,All,70-74,2964507,186,6.3e-5,5.4000000000000005e-5,7.2e-5,121,4.0816230152264776e-5,0,0
Salivary Gland,Male,Black,50-54,740813,15,2e-5,1.1000000000000001e-5,3.2999999999999996e-5,7,9.449078242417452e-6,0,0
Salivary Gland,Male,Black,60-64,390440,14,3.6e-5,2e-5,6e-5,5,1.2806064952361439e-5,0,0
Salivary Gland,Male,Black,70-74,228946,5,2.2000000000000003e-5,7e-6,5.1e-5,4,1.7471368794388195e-5,0,0
Salivary Gland,Female,All,50-54,7743791,96,1.2e-5,1e-5,1.5e-5,22,2.8409857652408232e-6,0,0
Salivary Gland,Female,All,60-64,4593481,94,2e-5,1.7e-5,2.5e-5,42,9.143392560021474e-6,0,0
Salivary Gland,Female,All,70-74,3750637,114,3e-5,2.5e-5,3.7000000000000005e-5,51,1.3597690205690394e-5,0,0
Salivary Gland,Female,Black,50-54,862821,11,1.3000000000000001e-5,6e-6,2.2999999999999997e-5,6,6.953933666426756e-6,0,0
Salivary Gland,Female,Black,60-64,482882,7,1.4e-5,6e-6,3e-5,5,1.0354496543669054e-5,0,0
Salivary Gland,Female,Black,70-74,332818,9,2.7000000000000002e-5,1.2e-5,5.1e-5,7,2.1032516270153657e-5,0,0
Small Intestine,Male,All,50-54,7410465,208,2.8e-5,2.4e-5,3.2e-5,89,1.2010042554684491e-5,0,0
Small Intestine,Male,All,60-64,4183965,262,6.3e-5,5.5e-5,7.099999999999999e-5,127,3.035398240664059e-5,0,0
Small Intestine,Male,All,70-74,2964507,271,9.1e-5,8.099999999999999e-5,1.0300000000000001e-4,161,5.430919879764156e-5,0,0
Small Intestine,Male,Black,50-54,740813,44,5.9000000000000004e-5,4.2999999999999995e-5,8e-5,18,2.4297629766216306e-5,0,6.910630078035887e-5
Small Intestine,Male,Black,60-64,390440,32,8.199999999999999e-5,5.6e-5,1.16e-4,11,2.8173342895195164e-5,0,0
Small Intestine,Male,Black,70-74,228946,37,1.6199999999999998e-4,1.14e-4,2.23e-4,22,9.609252836913508e-5,0,2.2361100870947734e-4
Small Intestine,Female,All,50-54,7743791,143,1.8e-5,1.6e-5,2.2000000000000003e-5,51,6.5859215466946356e-6,0,0
Small Intestine,Female,All,60-64,4593481,197,4.2999999999999995e-5,3.7000000000000005e-5,4.9000000000000005e-5,100,2.1769982285765414e-5,0,0
Small Intestine,Female,All,70-74,3750637,227,6.1e-5,5.3e-5,6.900000000000001e-5,149,3.972658511074252e-5,0,0
Small Intestine,Female,Black,50-54,862821,27,3.1e-5,2.1000000000000002e-5,4.599999999999999e-5,13,1.5066856277257971e-5,0,0
Small Intestine,Female,Black,60-64,482882,38,7.900000000000001e-5,5.6e-5,1.0800000000000001e-4,20,4.1417986174676216e-5,0,1.1473710554545417e-4
Small Intestine,Female,Black,70-74,332818,32,9.6e-5,6.599999999999999e-5,1.36e-4,19,5.708825844755993e-5,0,1.6647081287670738e-4
Soft Tissue including Heart,Male,All,50-54,7410465,302,4.0999999999999994e-5,3.6e-5,4.599999999999999e-5,110,1.484387282039656e-5,0,0
Soft Tissue including Heart,Male,All,60-64,4183965,268,6.4e-5,5.7e-5,7.2e-5,139,3.32220752324649e-5,0,0
Soft Tissue including Heart,Male,All,70-74,2964507,327,1.1e-4,9.900000000000001e-5,1.23e-4,193,6.510357371394299e-5,0,0
Soft Tissue including Heart,Male,Black,50-54,740813,23,3.1e-5,2e-5,4.7000000000000004e-5,11,1.4848551523798854e-5,0,0
Soft Tissue including Heart,Male,Black,60-64,390440,21,5.4000000000000005e-5,3.2999999999999996e-5,8.199999999999999e-5,12,3.0734555885667454e-5,0,0
Soft Tissue including Heart,Male,Black,70-74,228946,26,1.14e-4,7.400000000000001e-5,1.6600000000000002e-4,15,6.551763297895574e-5,0,0
Soft Tissue including Heart,Female,All,50-54,7743791,268,3.5e-5,3.1e-5,3.9e-5,87,1.1234807344361438e-5,0,0
Soft Tissue including Heart,Female,All,60-64,4593481,226,4.9000000000000005e-5,4.2999999999999995e-5,5.6e-5,117,2.5470879274345535e-5,0,0
Soft Tissue including Heart,Female,All,70-74,3750637,252,6.7e-5,5.9000000000000004e-5,7.599999999999999e-5,153,4.079307061707118e-5,0,0
Soft Tissue including Heart,Female,Black,50-54,862821,38,4.4000000000000006e-5,3.1e-5,6e-5,15,1.738483416606689e-5,0,0
Soft Tissue including Heart,Female,Black,60-64,482882,26,5.4000000000000005e-5,3.5e-5,7.900000000000001e-5,11,2.277989239607192e-5,0,0
Soft Tissue including Heart,Female,Black,70-74,332818,27,8.099999999999999e-5,5.3e-5,1.1800000000000001e-4,15,4.5069677721757835e-5,0,0
Stomach,Male,All,50-54,7410465,733,9.900000000000001e-5,9.199999999999999e-5,1.06e-4,552,7.448925269871728e-5,6.275399667902082e-5,6.275399667902082e-5
Stomach,Male,All,60-64,4183965,1190,2.8399999999999996e-4,2.68e-4,3.01e-4,912,2.179750547626474e-4,2.2229454405091822e-4,2.2229454405091822e-4
Stomach,Male,All,70-74,2964507,1651,5.57e-4,5.3e-4,5.84e-4,1357,4.577489612944075e-4,4.706040120667619e-4,4.706040120667619e-4
Stomach,Male,Black,50-54,740813,148,2e-4,1.69e-4,2.35e-4,95,1.2823749043280828e-4,1.3821260156071774e-4,1.3821260156071774e-4
Stomach,Male,Black,60-64,390440,169,4.3299999999999995e-4,3.7e-4,5.03e-4,124,3.1759041081856366e-4,2.622418092408565e-4,3.933627138612847e-4
Stomach,Male,Black,70-74,228946,195,8.52e-4,7.359999999999999e-4,9.8e-4,149,6.508084875909603e-4,4.472220174189547e-4,6.708330261284321e-4
Stomach,Female,All,50-54,7743791,390,5e-5,4.5e-5,5.6e-5,269,3.4737507765899154e-5,0,6.155404981875157e-5
Stomach,Female,All,60-64,4593481,510,1.11e-4,1.02e-4,1.21e-4,368,8.011353481161673e-5,1.0376916699992881e-4,1.0376916699992881e-4
Stomach,Female,All,70-74,3750637,973,2.59e-4,2.43e-4,2.7600000000000004e-4,738,1.9676657591763747e-4,1.2708819781813064e-4,2.541763956362613e-4
Stomach,Female,Black,50-54,862821,75,8.699999999999999e-5,6.8e-5,1.09e-4,46,5.3313491442605126e-5,6.421318326744482e-5,6.421318326744482e-5
Stomach,Female,Black,60-64,482882,94,1.95e-4,1.57e-4,2.38e-4,63,1.3046665645023007e-4,1.1473710554545417e-4,1.1473710554545417e-4
Stomach,Female,Black,70-74,332818,140,4.21e-4,3.54e-4,4.96e-4,92,2.764273566934481e-4,1.6647081287670738e-4,3.3294162575341475e-4
Testis,Male,All,50-54,7410465,330,4.5e-5,4e-5,5e-5,44,5.9375491281586245e-6,0,0
Testis,Male,All,60-64,4183965,71,1.7e-5,1.3000000000000001e-5,2.1000000000000002e-5,24,5.7361856516486154e-6,0,0
Testis,Male,All,70-74,2964507,26,9e-6,6e-6,1.3000000000000001e-5,13,4.3852148097474555e-6,0,0
Testis,Male,Black,50-54,740813,10,1.3000000000000001e-5,6e-6,2.5e-5,1,1.3498683203453502e-6,0,0
Testis,Male,Black,60-64,390440,4,1e-5,3e-6,2.6000000000000002e-5,2,5.122425980944576e-6,0,0
Testis,Male,Black,70-74,228946,0,0,0,1.6e-5,0,0,0,0
Testis,Female,All,50-54,7743791,0,0,0,0,0,0,0,0
Testis,Female,All,60-64,4593481,0,0,0,1e-6,0,0,0,0
Testis,Female,All,70-74,3750637,0,0,0,1e-6,0,0,0,0
Testis,Female,Black,50-54,862821,0,0,0,4e-6,0,0,0,0
Testis,Female,Black,60-64,482882,0,0,0,8e-6,0,0,0,0
Testis,Female,Black,70-74,332818,0,0,0,1.1000000000000001e-5,0,0,0,0
Thyroid,Male,All,50-54,7410465,516,7e-5,6.4e-5,7.599999999999999e-5,76,1.0255766675910352e-5,0,0
Thyroid,Male,All,60-64,4183965,386,9.199999999999999e-5,8.300000000000001e-5,1.02e-4,118,2.820291278727236e-5,0,0
Thyroid,Male,All,70-74,2964507,322,1.09e-4,9.7e-5,1.21e-4,157,5.2959901933103885e-5,0,0
Thyroid,Male,Black,50-54,740813,32,4.2999999999999995e-5,3e-5,6.1e-5,4,5.399473281381401e-6,0,0
Thyroid,Male,Black,60-64,390440,21,5.4000000000000005e-5,3.2999999999999996e-5,8.199999999999999e-5,6,1.5367277942833727e-5,0,0
Thyroid,Male,Black,70-74,228946,24,1.05e-4,6.7e-5,1.56e-4,11,4.804626418456754e-5,0,0
Thyroid,Female,All,50-54,7743791,1524,1.97e-4,1.87e-4,2.07e-4,119,1.5367150275620815e-5,0,0
Thyroid,Female,All,60-64,4593481,810,1.7600000000000002e-4,1.6399999999999997e-4,1.8899999999999999e-4,134,2.9171776262925656e-5,0,0
Thyroid,Female,All,70-74,3750637,622,1.6600000000000002e-4,1.53e-4,1.79e-4,238,6.345588762655516e-5,0,1.2708819781813064e-4
Thyroid,Female,Black,50-54,862821,123,1.43e-4,1.1800000000000001e-4,1.7e-4,10,1.1589889444044594e-5,0,0
Thyroid,Female,Black,60-64,482882,64,1.33e-4,1.02e-4,1.69e-4,13,2.692169101353954e-5,0,0
Thyroid,Female,Black,70-74,332818,46,1.3800000000000002e-4,1.01e-4,1.8399999999999997e-4,21,6.309754881046097e-5,0,1.6647081287670738e-4
Tongue,Male,All,50-54,7410465,661,8.900000000000001e-5,8.300000000000001e-5,9.6e-5,320,4.318217547751727e-5,6.275399667902082e-5,6.275399667902082e-5
Tongue,Male,All,60-64,4183965,585,1.4e-4,1.29e-4,1.5199999999999998e-4,335,8.006759138759526e-5,1.1114727202545911e-4,1.1114727202545911e-4
Tongue,Male,All,70-74,2964507,447,1.5099999999999998e-4,1.37e-4,1.65e-4,322,1.0861839759528312e-4,1.5686800402225394e-4,1.5686800402225394e-4
Tongue,Male,Black,50-54,740813,81,1.09e-4,8.699999999999999e-5,1.36e-4,52,7.019315265795821e-5,6.910630078035887e-5,6.910630078035887e-5
Tongue,Male,Black,60-64,390440,68,1.7399999999999997e-4,1.35e-4,2.21e-4,45,1.1525458457125294e-4,1.3112090462042824e-4,1.3112090462042824e-4
Tongue,Male,Black,70-74,228946,35,1.53e-4,1.06e-4,2.13e-4,31,1.3540310815650852e-4,0,2.2361100870947734e-4
Tongue,Female,All,50-54,7743791,208,2.7000000000000002e-5,2.2999999999999997e-5,3.1e-5,98,1.2655300226981849e-5,0,0
Tongue,Female,All,60-64,4593481,217,4.7000000000000004e-5,4.0999999999999994e-5,5.4000000000000005e-5,117,2.5470879274345535e-5,0,0
Tongue,Female,All,70-74,3750637,239,6.4e-5,5.6e-5,7.2e-5,158,4.2126177499982e-5,0,0
Tongue,Female,Black,50-54,862821,20,2.2999999999999997e-5,1.4e-5,3.6e-5,13,1.5066856277257971e-5,0,0
Tongue,Female,Black,60-64,482882,17,3.5e-5,2.1000000000000002e-5,5.6e-5,12,2.485079170480573e-5,0,0
Tongue,Female,Black,70-74,332818,10,3e-5,1.4e-5,5.5e-5,7,2.1032516270153657e-5,0,0
Tonsil,Male,All,50-54,7410465,497,6.7e-5,6.1e-5,7.3e-5,202,2.7258748270182777e-5,0,0
Tonsil,Male,All,60-64,4183965,334,8e-5,7.099999999999999e-5,8.900000000000001e-5,180,4.302139238736462e-5,0,0
Tonsil,Male,All,70-74,2964507,176,5.9000000000000004e-5,5.1e-5,6.900000000000001e-5,125,4.216552701680246e-5,0,0
Tonsil,Male,Black,50-54,740813,60,8.099999999999999e-5,6.2e-5,1.0400000000000001e-4,34,4.589552289174191e-5,0,6.910630078035887e-5
Tonsil,Male,Black,60-64,390440,43,1.1e-4,8e-5,1.4800000000000002e-4,24,6.146911177133491e-5,0,1.3112090462042824e-4
Tonsil,Male,Black,70-74,228946,23,1e-4,6.4e-5,1.5099999999999998e-4,15,6.551763297895574e-5,0,0
Tonsil,Female,All,50-54,7743791,95,1.2e-5,1e-5,1.5e-5,35,4.519750081064946e-6,0,0
Tonsil,Female,All,60-64,4593481,102,2.2000000000000003e-5,1.8e-5,2.7000000000000002e-5,55,1.1973490257170977e-5,0,0
Tonsil,Female,All,70-74,3750637,88,2.2999999999999997e-5,1.8999999999999998e-5,2.9e-5,63,1.679714672467637e-5,0,0
Tonsil,Female,Black,50-54,862821,14,1.6e-5,9e-6,2.7000000000000002e-5,7,8.112922610831215e-6,0,0
Tonsil,Female,Black,60-64,482882,5,1e-5,3e-6,2.4e-5,3,6.212697926201432e-6,0,0
Tonsil,Female,Black,70-74,332818,5,1.5e-5,5e-6,3.5e-5,3,9.013935544351567e-6,0,0
"Trachea, Mediastinum and Other Respiratory Organs",Male,All,50-54,7410465,21,3e-6,2e-6,4e-6,11,1.4843872820396561e-6,0,0
"Trachea, Mediastinum and Other Respiratory Organs",Male,All,60-64,4183965,14,3e-6,2e-6,6e-6,11,2.629085090338949e-6,0,0
"Trachea, Mediastinum and Other Respiratory Organs",Male,All,70-74,2964507,23,8e-6,5e-6,1.2e-5,17,5.734511674285134e-6,0,0
