Age,Site,Population,Diagnosis.Count,Diagnosis.Rate,Diagnosis.Lower,Diagnosis.Upper,Death.Count,Death.Rate,Death.Lower,Death.Upper
50-54,"C02.3-Anterior 2/3 of tongue, NOS",7743791,25,3e-6,2e-6,5e-6,13,1.6787643158241228e-6,0,0
50-54,C02.4-Lingual tonsil,7743791,4,1e-6,0,1e-6,3,3.874071498055668e-7,0,0
50-54,C02.8-Overlapping lesion of tongue,7743791,7,1e-6,0,2e-6,3,3.874071498055668e-7,0,0
50-54,"C02.9-Tongue, NOS",7743791,25,3e-6,2e-6,5e-6,16,2.0661714656296897e-6,0,0
50-54,C03.0-Upper gum,7743791,5,1e-6,0,2e-6,2,2.582714332037112e-7,0,0
50-54,C03.1-Lower gum,7743791,7,1e-6,0,2e-6,1,1.291357166018556e-7,0,0
50-54,"C03.9-Gum, NOS",7743791,4,1e-6,0,1e-6,1,1.291357166018556e-7,0,0
50-54,C04.0-Anterior floor of mouth,7743791,16,2e-6,1e-6,3e-6,9,1.1622214494167005e-6,0,0
50-54,C04.1-Lateral floor of mouth,7743791,2,0,0,1e-6,0,0,0,0
50-54,C04.8-Overlapping lesion of floor of mouth,7743791,0,0,0,0,0,0,0,0
50-54,"C04.9-Floor of mouth, NOS",7743791,19,2e-6,1e-6,4e-6,9,1.1622214494167005e-6,0,0
50-54,C05.0-Hard palate,7743791,20,3e-6,2e-6,4e-6,4,5.165428664074224e-7,0,0
50-54,"C05.1-Soft palate, NOS",7743791,32,4e-6,3e-6,6e-6,16,2.0661714656296897e-6,0,0
50-54,C05.2-Uvula,7743791,2,0,0,1e-6,2,2.582714332037112e-7,0,0
50-54,C05.8-Overlapping lesion of palate,7743791,6,1e-6,0,2e-6,2,2.582714332037112e-7,0,0
50-54,"C05.9-Palate, NOS",7743791,4,1e-6,0,1e-6,1,1.291357166018556e-7,0,0
50-54,C06.0-Cheek mucosa,7743791,12,2e-6,1e-6,3e-6,5,6.45678583009278e-7,0,0
50-54,C06.1-Vestibule of mouth,7743791,1,0,0,1e-6,0,0,0,0
50-54,C06.2-Retromolar area,7743791,17,2e-6,1e-6,4e-6,8,1.0330857328148449e-6,0,0
50-54,C06.8-Overlapping lesion of other & unspecified mouth,7743791,1,0,0,1e-6,0,0,0,0
50-54,"C06.9-Mouth, NOS",7743791,7,1e-6,0,2e-6,3,3.874071498055668e-7,0,0
50-54,C07.9-Parotid gland,7743791,92,1.2e-5,1e-5,1.5e-5,23,2.970121481842679e-6,0,0
50-54,C08.0-Submandibular gland,7743791,21,3e-6,2e-6,4e-6,8,1.0330857328148449e-6,0,0
50-54,C08.1-Sublingual gland,7743791,3,0,0,1e-6,2,2.582714332037112e-7,0,0
50-54,C08.8-Overlapping lesion of major salivary glands,7743791,0,0,0,0,0,0,0,0
50-54,"C08.9-Major salivary gland, NOS",7743791,2,0,0,1e-6,1,1.291357166018556e-7,0,0
50-54,C09.0-Tonsillar fossa,7743791,21,3e-6,2e-6,4e-6,11,1.4204928826204116e-6,0,0
50-54,C09.1-Tonsillar pillar,7743791,5,1e-6,0,2e-6,3,3.874071498055668e-7,0,0
50-54,C09.8-Overlapping lesion of tonsil,7743791,0,0,0,0,0,0,0,0
50-54,"C09.9-Tonsil, NOS",7743791,84,1.1000000000000001e-5,9e-6,1.3000000000000001e-5,37,4.778021514268657e-6,0,0
50-54,C10.0-Vallecula,7743791,3,0,0,1e-6,3,3.874071498055668e-7,0,0
50-54,C10.1-Anterior surface of epiglottis,7743791,2,0,0,1e-6,1,1.291357166018556e-7,0,0
50-54,C10.2-Lateral wall of oropharynx,7743791,2,0,0,1e-6,1,1.291357166018556e-7,0,0
50-54,C10.3-Posterior wall of oropharynx,7743791,0,0,0,0,0,0,0,0
50-54,C10.4-Branchial cleft,7743791,0,0,0,0,0,0,0,0
50-54,C10.8-Overlapping lesion of oropharynx,7743791,5,1e-6,0,2e-6,4,5.165428664074224e-7,0,0
50-54,"C10.9-Oropharynx, NOS",7743791,1,0,0,1e-6,0,0,0,0
50-54,C11.0-Superior wall of nasopharynx,7743791,0,0,0,0,0,0,0,0
50-54,C11.1-Posterior wall of nasopharynx,7743791,9,1e-6,1e-6,2e-6,2,2.582714332037112e-7,0,0
50-54,C11.2-Lateral wall of nasopharynx,7743791,3,0,0,1e-6,2,2.582714332037112e-7,0,0
50-54,C11.3-Anterior wall of nasopharynx,7743791,1,0,0,1e-6,1,1.291357166018556e-7,0,0
50-54,C11.8-Overlapping lesion of nasopharynx,7743791,1,0,0,1e-6,0,0,0,0
50-54,"C11.9-Nasopharynx, NOS",7743791,49,6e-6,5e-6,8e-6,30,3.874071498055668e-6,0,0
50-54,C12.9-Pyriform sinus,7743791,25,3e-6,2e-6,5e-6,16,2.0661714656296897e-6,0,0
50-54,C13.0-Postcricoid region,7743791,3,0,0,1e-6,1,1.291357166018556e-7,0,0
50-54,"C13.1-Aryepiglottic fold, hypopharyngeal",7743791,3,0,0,1e-6,3,3.874071498055668e-7,0,0
50-54,C13.2-Posterior wall of hypopharynx,7743791,4,1e-6,0,1e-6,2,2.582714332037112e-7,0,0
50-54,C13.8-Overlapping lesion of hypopharynx,7743791,3,0,0,1e-6,3,3.874071498055668e-7,0,0
50-54,"C13.9-Hypopharynx, NOS",7743791,10,1e-6,1e-6,2e-6,8,1.0330857328148449e-6,0,0
50-54,"C14.0-Pharynx, NOS",7743791,13,2e-6,1e-6,3e-6,9,1.1622214494167005e-6,0,0
50-54,C14.2-Waldeyers ring,7743791,0,0,0,0,0,0,0,0
50-54,"C14.8-Overlapping lesion of lip, oral cavity & pharynx",7743791,4,1e-6,0,1e-6,1,1.291357166018556e-7,0,0
50-54,C15.0-Cervical esophagus,7743791,2,0,0,1e-6,2,2.582714332037112e-7,0,0
50-54,C15.1-Thoracic esophagus,7743791,5,1e-6,0,2e-6,5,6.45678583009278e-7,0,0
50-54,C15.2-Abdominal esophagus,7743791,0,0,0,0,0,0,0,0
50-54,C15.3-Upper third of esophagus,7743791,9,1e-6,1e-6,2e-6,9,1.1622214494167005e-6,0,0
50-54,C15.4-Middle third of esophagus,7743791,34,4e-6,3e-6,6e-6,28,3.6158000648519567e-6,0,0
50-54,C15.5-Lower third of esophagus,7743791,52,7e-6,5e-6,9e-6,37,4.778021514268657e-6,0,0
50-54,C15.8-Overlapping lesion of esophagus,7743791,9,1e-6,1e-6,2e-6,8,1.0330857328148449e-6,0,0
50-54,"C15.9-Esophagus, NOS",7743791,5,1e-6,0,2e-6,4,5.165428664074224e-7,0,0
50-54,"C16.0-Cardia, NOS",7743791,62,8e-6,6e-6,1e-5,47,6.069378680287213e-6,0,0
50-54,C16.1-Fundus of stomach,7743791,30,4e-6,3e-6,6e-6,20,2.582714332037112e-6,0,0
50-54,C16.2-Body of stomach,7743791,57,7e-6,6e-6,1e-5,36,4.648885797666802e-6,0,0
50-54,C16.3-Gastric antrum,7743791,82,1.1000000000000001e-5,8e-6,1.3000000000000001e-5,51,6.5859215466946356e-6,0,0
50-54,C16.4-Pylorus,7743791,3,0,0,1e-6,3,3.874071498055668e-7,0,0
50-54,C16.5-Lesser curvature of stomach NOS,7743791,34,4e-6,3e-6,6e-6,21,2.7118500486389677e-6,0,0
50-54,C16.6-Greater curvature of stomach NOS,7743791,28,4e-6,2e-6,5e-6,13,1.6787643158241228e-6,0,0
50-54,C16.8-Overlapping lesion of stomach,7743791,46,6e-6,4e-6,8e-6,38,4.907157230870513e-6,0,0
50-54,"C16.9-Stomach, NOS",7743791,117,1.5e-5,1.2e-5,1.8e-5,77,9.94345017834288e-6,0,0
50-54,C17.0-Duodenum,7743791,39,5e-6,4e-6,7e-6,18,2.324442898833401e-6,0,0
50-54,C17.1-Jejunum,7743791,24,3e-6,2e-6,5e-6,8,1.0330857328148449e-6,0,0
50-54,C17.2-Ileum,7743791,56,7e-6,5e-6,9e-6,16,2.0661714656296897e-6,0,0
50-54,C17.3-Meckels diverticulum,7743791,1,0,0,1e-6,0,0,0,0
50-54,C17.8-Overlapping lesion of small intestine,7743791,3,0,0,1e-6,1,1.291357166018556e-7,0,0
50-54,"C17.9-Small intestine, NOS",7743791,43,6e-6,4e-6,7e-6,21,2.7118500486389677e-6,0,0
50-54,C18.0-Cecum,7743791,456,5.9000000000000004e-5,5.4000000000000005e-5,6.5e-5,198,2.556887188716741e-5,0,0
50-54,C18.1-Appendix,7743791,87,1.1000000000000001e-5,9e-6,1.4e-5,52,6.715057263296491e-6,0,0
50-54,C18.2-Ascending colon,7743791,313,4e-5,3.6e-5,4.5e-5,138,1.7820728891056072e-5,0,0
50-54,C18.3-Hepatic flexure of colon,7743791,94,1.2e-5,1e-5,1.5e-5,38,4.907157230870513e-6,0,0
50-54,C18.4-Transverse colon,7743791,182,2.4e-5,2e-5,2.7000000000000002e-5,85,1.0976535911157727e-5,0,0
50-54,C18.5-Splenic flexure of colon,7743791,76,1e-5,8e-6,1.2e-5,29,3.7449357814538123e-6,0,0
50-54,C18.6-Descending colon,7743791,164,2.1000000000000002e-5,1.8e-5,2.5e-5,64,8.264685862518759e-6,0,0
50-54,C18.7-Sigmoid colon,7743791,928,1.2e-4,1.12e-4,1.28e-4,348,4.493922937744575e-5,0,8.904211528952679e-5
50-54,C18.8-Overlapping lesion of colon,7743791,22,3e-6,2e-6,4e-6,10,1.291357166018556e-6,0,0
50-54,"C18.9-Colon, NOS",7743791,88,1.1000000000000001e-5,9e-6,1.4e-5,57,7.360735846305769e-6,0,0
50-54,C19.9-Rectosigmoid junction,7743791,344,4.4000000000000006e-5,4e-5,4.9000000000000005e-5,154,1.988690035668576e-5,0,0
50-54,"C20.9-Rectum, NOS",7743791,878,1.1300000000000001e-4,1.06e-4,1.21e-4,319,4.119429359599194e-5,0,8.904211528952679e-5
50-54,"C21.0-Anus, NOS",7743791,83,1.1000000000000001e-5,9e-6,1.3000000000000001e-5,38,4.907157230870513e-6,0,0
50-54,C21.1-Anal canal,7743791,113,1.5e-5,1.2e-5,1.8e-5,38,4.907157230870513e-6,0,0
50-54,C21.2-Cloacogenic zone,7743791,21,3e-6,2e-6,4e-6,10,1.291357166018556e-6,0,0
50-54,"C21.8-Overlapping lesion of rectum, anus, and anal canal",7743791,35,5e-6,3e-6,6e-6,10,1.291357166018556e-6,0,0
50-54,C22.0-Liver,7743791,220,2.8e-5,2.5e-5,3.2e-5,181,2.3373564704935863e-5,0,0
50-54,C22.1-Intrahepatic bile duct,7743791,33,4e-6,3e-6,6e-6,26,3.3575286316482456e-6,0,0
50-54,C23.9-Gallbladder,7743791,96,1.2e-5,1e-5,1.5e-5,73,9.426907311935458e-6,0,0
50-54,C24.0-Extrahepatic bile duct,7743791,38,5e-6,3e-6,7e-6,32,4.1323429312593795e-6,0,0
50-54,C24.1-Ampulla of Vater,7743791,38,5e-6,3e-6,7e-6,30,3.874071498055668e-6,0,0
50-54,C24.8-Overlapping lesion of biliary tract,7743791,0,0,0,0,0,0,0,0
50-54,"C24.9-Biliary tract, NOS",7743791,6,1e-6,0,2e-6,5,6.45678583009278e-7,0,0
50-54,C25.0-Head of pancreas,7743791,286,3.7000000000000005e-5,3.2999999999999996e-5,4.0999999999999994e-5,251,3.2413064867065755e-5,0,0
50-54,C25.1-Body of pancreas,7743791,59,8e-6,6e-6,1e-5,54,6.973328696500202e-6,0,0
50-54,C25.2-Tail of pancreas,7743791,72,9e-6,7e-6,1.2e-5,62,8.006414429315048e-6,0,0
50-54,C25.3-Pancreatic duct,7743791,4,1e-6,0,1e-6,4,5.165428664074224e-7,0,0
50-54,C25.4-Islets of Langerhans,7743791,1,0,0,1e-6,1,1.291357166018556e-7,0,0
50-54,C25.7-Other specified parts of pancreas,7743791,7,1e-6,0,2e-6,5,6.45678583009278e-7,0,0
50-54,C25.8-Overlapping lesion of pancreas,7743791,44,6e-6,4e-6,8e-6,40,5.165428664074224e-6,0,0
50-54,"C25.9-Pancreas, NOS",7743791,125,1.6e-5,1.3000000000000001e-5,1.8999999999999998e-5,109,1.4075793109602261e-5,0,0
50-54,"C26.0-Intestinal tract, NOS",7743791,2,0,0,1e-6,2,2.582714332037112e-7,0,0
50-54,C26.8-Overlapping lesion of digestive system,7743791,0,0,0,0,0,0,0,0
50-54,"C26.9-Gastrointestinal tract, NOS",7743791,30,4e-6,3e-6,6e-6,24,3.0992571984445344e-6,0,0
50-54,C30.0-Nasal cavity,7743791,31,4e-6,3e-6,6e-6,16,2.0661714656296897e-6,0,0
50-54,C30.1-Middle ear,7743791,3,0,0,1e-6,2,2.582714332037112e-7,0,0
50-54,C31.0-Maxillary sinus,7743791,10,1e-6,1e-6,2e-6,4,5.165428664074224e-7,0,0
50-54,C31.1-Ethmoid sinus,7743791,6,1e-6,0,2e-6,2,2.582714332037112e-7,0,0
50-54,C31.2-Frontal sinus,7743791,1,0,0,1e-6,1,1.291357166018556e-7,0,0
50-54,C31.3-Sphenoid sinus,7743791,3,0,0,1e-6,3,3.874071498055668e-7,0,0
50-54,C31.8-Overlapping lesion of accessory sinuses,7743791,0,0,0,0,0,0,0,0
50-54,"C31.9-Accessory sinus, NOS",7743791,2,0,0,1e-6,1,1.291357166018556e-7,0,0
50-54,C32.0-Glottis,7743791,48,6e-6,5e-6,8e-6,18,2.324442898833401e-6,0,0
50-54,C32.1-Supraglottis,7743791,104,1.3000000000000001e-5,1.1000000000000001e-5,1.6e-5,61,7.877278712713191e-6,0,0
50-54,C32.2-Subglottis,7743791,0,0,0,0,0,0,0,0
50-54,C32.3-Laryngeal cartilage,7743791,0,0,0,0,0,0,0,0
50-54,C32.8-Overlapping lesion of larynx,7743791,7,1e-6,0,2e-6,3,3.874071498055668e-7,0,0
50-54,"C32.9-Larynx, NOS",7743791,8,1e-6,0,2e-6,7,9.039500162129892e-7,0,0
50-54,C33.9-Trachea,7743791,4,1e-6,0,1e-6,4,5.165428664074224e-7,0,0
50-54,C34.0-Main bronchus,7743791,227,2.9e-5,2.6000000000000002e-5,3.2999999999999996e-5,197,2.5439736170565552e-5,0,0
50-54,"C34.1-Upper lobe, lung",7743791,1787,2.31e-4,2.2e-4,2.42e-4,1350,1.7433321741250506e-4,1.7808423057905358e-4,1.7808423057905358e-4
50-54,"C34.2-Middle lobe, lung",7743791,211,2.7000000000000002e-5,2.4e-5,3.1e-5,157,2.027430750649133e-5,0,0
50-54,"C34.3-Lower lobe, lung",7743791,809,1.0400000000000001e-4,9.7e-5,1.12e-4,623,8.045155144295604e-5,8.904211528952679e-5,8.904211528952679e-5
50-54,C34.8-Overlapping lesion of lung,7743791,68,9e-6,7e-6,1.1000000000000001e-5,57,7.360735846305769e-6,0,0
50-54,"C34.9-Lung, NOS",7743791,729,9.400000000000001e-5,8.699999999999999e-5,1.01e-4,626,8.08389585927616e-5,8.904211528952679e-5,8.904211528952679e-5
50-54,C37.9-Thymus,7743791,24,3e-6,2e-6,5e-6,14,1.8079000324259784e-6,0,0
50-54,C38.0-Heart,7743791,2,0,0,1e-6,1,1.291357166018556e-7,0,0
50-54,C38.1-Anterior mediastinum,7743791,0,0,0,0,0,0,0,0
50-54,C38.2-Posterior mediastinum,7743791,1,0,0,1e-6,1,1.291357166018556e-7,0,0
50-54,"C38.3-Mediastinum, NOS",7743791,1,0,0,1e-6,0,0,0,0
50-54,"C38.4-Pleura, NOS",7743791,31,4e-6,3e-6,6e-6,24,3.0992571984445344e-6,0,0
50-54,"C38.8-Overlapping lesion of heart, mediastinum and pleura",7743791,0,0,0,0,0,0,0,0
50-54,"C39.0-Upper respiratory tract, NOS",7743791,0,0,0,0,0,0,0,0
50-54,C39.8-Overlapping lesion of respiratory system,7743791,0,0,0,0,0,0,0,0
50-54,C39.9-Ill-defined sites within respiratory system,7743791,0,0,0,0,0,0,0,0
50-54,"C40.0-Long bones: upper limb, scapula, and associated joints",7743791,14,2e-6,1e-6,3e-6,4,5.165428664074224e-7,0,0
50-54,C40.1-Short bones of upper limb and associated joints,7743791,1,0,0,1e-6,0,0,0,0
50-54,C40.2-Long bones of lower limb and associated joints,7743791,29,4e-6,3e-6,5e-6,11,1.4204928826204116e-6,0,0
50-54,C40.3-Short bones of lower limb and associated joints,7743791,0,0,0,0,0,0,0,0
50-54,"C40.8-Overlap of bones, joints, and art. cartilage of limbs",7743791,0,0,0,0,0,0,0,0
50-54,"C40.9-Bone of limb, NOS",7743791,1,0,0,1e-6,1,1.291357166018556e-7,0,0
50-54,C41.0-Bones of skull and face and associated joints,7743791,9,1e-6,1e-6,2e-6,1,1.291357166018556e-7,0,0
50-54,C41.1-Mandible,7743791,1,0,0,1e-6,1,1.291357166018556e-7,0,0
50-54,C41.2-Vertebral column,7743791,18,2e-6,1e-6,4e-6,10,1.291357166018556e-6,0,0
50-54,"C41.3-Rib, sternum, clavicle and associated joints",7743791,2,0,0,1e-6,0,0,0,0
50-54,"C41.4-Pelvic bones, sacrum, coccyx and associated joints",7743791,16,2e-6,1e-6,3e-6,9,1.1622214494167005e-6,0,0
50-54,"C41.8-Overlap bones, joints, and art. cartilage",7743791,0,0,0,0,0,0,0,0
50-54,"C41.9-Bone, NOS",7743791,4,1e-6,0,1e-6,3,3.874071498055668e-7,0,0
50-54,C42.0-Blood,7743791,18,2e-6,1e-6,4e-6,4,5.165428664074224e-7,0,0
50-54,C42.1-Bone marrow,7743791,1068,1.3800000000000002e-4,1.3e-4,1.46e-4,655,8.458389437421542e-5,8.904211528952679e-5,8.904211528952679e-5
50-54,C42.2-Spleen,7743791,20,3e-6,2e-6,4e-6,8,1.0330857328148449e-6,0,0
50-54,"C42.3-Reticuloendothelial system, NOS",7743791,0,0,0,0,0,0,0,0
50-54,"C42.4-Hematopoietic system, NOS",7743791,0,0,0,0,0,0,0,0
50-54,"C44.0-Skin of lip, NOS",7743791,6,1e-6,0,2e-6,1,1.291357166018556e-7,0,0
50-54,C44.1-Eyelid,7743791,6,1e-6,0,2e-6,1,1.291357166018556e-7,0,0
50-54,C44.2-External ear,7743791,20,3e-6,2e-6,4e-6,4,5.165428664074224e-7,0,0
50-54,C44.3-Skin other/unspec parts of face,7743791,100,1.3000000000000001e-5,1.1000000000000001e-5,1.6e-5,16,2.0661714656296897e-6,0,0
50-54,C44.4-Skin of scalp and neck,7743791,78,1e-5,8e-6,1.3000000000000001e-5,19,2.4535786154352565e-6,0,0
50-54,C44.5-Skin of trunk,7743791,558,7.2e-5,6.599999999999999e-5,7.8e-5,114,1.4721471692611538e-5,0,0
50-54,C44.6-Skin of upper limb and shoulder,7743791,531,6.900000000000001e-5,6.3e-5,7.5e-5,71,9.168635878731747e-6,0,0
50-54,C44.7-Skin of lower limb and hip,7743791,611,7.900000000000001e-5,7.3e-5,8.5e-5,76,9.814314461741026e-6,0,0
50-54,C44.8-Overlapping lesion of skin,7743791,3,0,0,1e-6,0,0,0,0
50-54,"C44.9-Skin, NOS",7743791,110,1.4e-5,1.2e-5,1.7e-5,53,6.844192979898347e-6,0,0
50-54,"C47.0-Periph nerves & autonomic nerv sys: head, face, neck",7743791,0,0,0,0,0,0,0,0
50-54,"C47.1-Periph nerves & autonomic nerv sys: upr limb, shoulder",7743791,4,1e-6,0,1e-6,3,3.874071498055668e-7,0,0
50-54,"C47.2-Periph nerves & autonomic nerv sys: lower limb, hip",7743791,0,0,0,0,0,0,0,0
50-54,C47.3-Periph nerves & autonomic nerv sys: thorax,7743791,1,0,0,1e-6,0,0,0,0
50-54,C47.4-Periph nerves & autonomic nerv sys: abdomen,7743791,2,0,0,1e-6,0,0,0,0
50-54,C47.5-Periph nerves & autonomic nerv sys: pelvis,7743791,0,0,0,0,0,0,0,0
50-54,"C47.6-Periph nerves & autonomic nerv sys: trunk, NOS",7743791,1,0,0,1e-6,1,1.291357166018556e-7,0,0
50-54,C47.8-Overlap of peripheral nerves and autonomic nerv sys,7743791,0,0,0,0,0,0,0,0
50-54,"C47.9-Autonomic nervous system, NOS",7743791,2,0,0,1e-6,2,2.582714332037112e-7,0,0
50-54,C48.0-Retroperitoneum,7743791,52,7e-6,5e-6,9e-6,27,3.486664348250101e-6,0,0
50-54,C48.1-Specified parts of peritoneum,7743791,35,5e-6,3e-6,6e-6,26,3.3575286316482456e-6,0,0
50-54,"C48.2-Peritoneum, NOS",7743791,57,7e-6,6e-6,1e-5,45,5.811107247083502e-6,0,0
50-54,C48.8-Overlapping lesion of retroperitoneum & peritoneum,7743791,1,0,0,1e-6,1,1.291357166018556e-7,0,0
50-54,"C49.0-Conn, subcutaneous, other soft tis: head, face, neck",7743791,25,3e-6,2e-6,5e-6,7,9.039500162129892e-7,0,0
50-54,"C49.1-Conn, subcutaneous, other soft tis: upr limb, shoulder",7743791,52,7e-6,5e-6,9e-6,9,1.1622214494167005e-6,0,0
50-54,"C49.2-Conn, subcutaneous, other soft tis: lower limb, hip",7743791,79,1e-5,8e-6,1.3000000000000001e-5,21,2.7118500486389677e-6,0,0
50-54,"C49.3-Conn, subcutaneous, other soft tis: thorax",7743791,20,3e-6,2e-6,4e-6,6,7.748142996111336e-7,0,0
50-54,"C49.4-Conn, subcutaneous, other soft tis: abdomen",7743791,34,4e-6,3e-6,6e-6,21,2.7118500486389677e-6,0,0
50-54,"C49.5-Conn, subcutaneous, other soft tis: pelvis",7743791,40,5e-6,4e-6,7e-6,13,1.6787643158241228e-6,0,0
50-54,"C49.6-Conn, subcutaneous, other soft tis: trunk, NOS",7743791,17,2e-6,1e-6,4e-6,5,6.45678583009278e-7,0,0
50-54,"C49.8-Overlap conn, subcutaneous, and other soft tissues",7743791,3,0,0,1e-6,3,3.874071498055668e-7,0,0
50-54,"C49.9-Conn, subcutaneous and other soft tissues, NOS",7743791,9,1e-6,1e-6,2e-6,6,7.748142996111336e-7,0,0
50-54,C50.0-Nipple,7743791,135,1.7e-5,1.5e-5,2.1000000000000002e-5,32,4.1323429312593795e-6,0,0
50-54,C50.1-Central portion of breast,7743791,996,1.29e-4,1.21e-4,1.37e-4,247,3.1896522000658337e-5,0,0
50-54,C50.2-Upper-inner quadrant of breast,7743791,1963,2.53e-4,2.42e-4,2.65e-4,421,5.436613668938121e-5,8.904211528952679e-5,8.904211528952679e-5
50-54,C50.3-Lower-inner quadrant of breast,7743791,1010,1.3e-4,1.23e-4,1.39e-4,259,3.34461505998806e-5,0,0
50-54,C50.4-Upper-outer quadrant of breast,7743791,6757,8.73e-4,8.52e-4,8.94e-4,1517,1.9589888208501496e-4,1.7808423057905358e-4,1.7808423057905358e-4
50-54,C50.5-Lower-outer quadrant of breast,7743791,1245,1.61e-4,1.5199999999999998e-4,1.7e-4,310,4.003207214657524e-5,0,8.904211528952679e-5
50-54,C50.6-Axillary tail of breast,7743791,142,1.8e-5,1.5e-5,2.2000000000000003e-5,41,5.29456438067608e-6,0,0
50-54,C50.8-Overlapping lesion of breast,7743791,3601,4.65e-4,4.5e-4,4.8e-4,922,1.1906313070691087e-4,8.904211528952679e-5,8.904211528952679e-5
50-54,"C50.9-Breast, NOS",7743791,3419,4.42e-4,4.27e-4,4.5700000000000005e-4,1238,1.5987001715309725e-4,1.7808423057905358e-4,1.7808423057905358e-4
50-54,C51.0-Labium majus,7743791,25,3e-6,2e-6,5e-6,8,1.0330857328148449e-6,0,0
50-54,C51.1-Labium minus,7743791,14,2e-6,1e-6,3e-6,2,2.582714332037112e-7,0,0
50-54,C51.2-Clitoris,7743791,1,0,0,1e-6,0,0,0,0
50-54,C51.8-Overlapping lesion of vulva,7743791,14,2e-6,1e-6,3e-6,5,6.45678583009278e-7,0,0
50-54,"C51.9-Vulva, NOS",7743791,166,2.1000000000000002e-5,1.8e-5,2.5e-5,63,8.135550145916903e-6,0,0
50-54,"C52.9-Vagina, NOS",7743791,91,1.2e-5,9e-6,1.4e-5,47,6.069378680287213e-6,0,0
50-54,C53.0-Endocervix,7743791,198,2.6000000000000002e-5,2.2000000000000003e-5,2.9e-5,63,8.135550145916903e-6,0,0
50-54,C53.1-Exocervix,7743791,19,2e-6,1e-6,4e-6,7,9.039500162129892e-7,0,0
50-54,C53.8-Overlapping lesion of cervix uteri,7743791,25,3e-6,2e-6,5e-6,12,1.5496285992222672e-6,0,0
50-54,C53.9-Cervix uteri,7743791,927,1.2e-4,1.12e-4,1.28e-4,427,5.5140950988992345e-5,8.904211528952679e-5,8.904211528952679e-5
50-54,C54.0-Isthmus uteri,7743791,12,2e-6,1e-6,3e-6,4,5.165428664074224e-7,0,0
50-54,C54.1-Endometrium,7743791,2987,3.86e-4,3.7200000000000004e-4,4e-4,625,8.070982287615975e-5,8.904211528952679e-5,8.904211528952679e-5
50-54,C54.2-Myometrium,7743791,71,9e-6,7e-6,1.2e-5,44,5.6819715304816465e-6,0,0
50-54,C54.3-Fundus uteri,7743791,30,4e-6,3e-6,6e-6,13,1.6787643158241228e-6,0,0
50-54,C54.8-Overlapping lesion of corpus uteri,7743791,2,0,0,1e-6,1,1.291357166018556e-7,0,0
50-54,C54.9-Corpus uteri,7743791,84,1.1000000000000001e-5,9e-6,1.3000000000000001e-5,36,4.648885797666802e-6,0,0
50-54,"C55.9-Uterus, NOS",7743791,68,9e-6,7e-6,1.1000000000000001e-5,46,5.940242963685358e-6,0,0
50-54,C56.9-Ovary,7743791,1773,2.2899999999999998e-4,2.18e-4,2.4e-4,1051,1.3572163814855025e-4,8.904211528952679e-5,1.7808423057905358e-4
50-54,C57.0-Fallopian tube,7743791,66,9e-6,7e-6,1.1000000000000001e-5,25,3.22839291504639e-6,0,0
50-54,C57.1-Broad ligament,7743791,3,0,0,1e-6,2,2.582714332037112e-7,0,0
50-54,C57.2-Round ligament,7743791,1,0,0,1e-6,0,0,0,0
50-54,C57.3-Parametrium,7743791,0,0,0,0,0,0,0,0
50-54,C57.4-Uterine adnexa,7743791,1,0,0,1e-6,1,1.291357166018556e-7,0,0
50-54,C57.7-Other specified parts of female genital organs,7743791,1,0,0,1e-6,1,1.291357166018556e-7,0,0
50-54,C57.8-Overlapping lesion of female genital organs,7743791,2,0,0,1e-6,2,2.582714332037112e-7,0,0
50-54,"C57.9-Female genital tract, NOS",7743791,7,1e-6,0,2e-6,5,6.45678583009278e-7,0,0
50-54,C58.9-Placenta,7743791,5,1e-6,0,2e-6,1,1.291357166018556e-7,0,0
50-54,C60.0-Prepuce,7743791,0,0,0,0,0,0,0,0
50-54,C60.1-Glans penis,7743791,0,0,0,0,0,0,0,0
50-54,C60.2-Body of penis,7743791,0,0,0,0,0,0,0,0
50-54,C60.8-Overlapping lesion of penis,7743791,0,0,0,0,0,0,0,0
50-54,"C60.9-Penis, NOS",7743791,0,0,0,0,0,0,0,0
50-54,C61.9-Prostate gland,7743791,0,0,0,0,0,0,0,0
50-54,C62.0-Undescended testis,7743791,0,0,0,0,0,0,0,0
50-54,C62.1-Descended testis,7743791,0,0,0,0,0,0,0,0
50-54,"C62.9-Testis, NOS",7743791,0,0,0,0,0,0,0,0
50-54,C63.0-Epididymis,7743791,0,0,0,0,0,0,0,0
50-54,C63.1-Spermatic cord,7743791,0,0,0,0,0,0,0,0
50-54,"C63.2-Scrotum, NOS",7743791,0,0,0,0,0,0,0,0
50-54,C63.7-Other specified parts of male genital organs,7743791,0,0,0,0,0,0,0,0
50-54,C63.8-Overlapping lesion of male genital organs,7743791,0,0,0,0,0,0,0,0
50-54,"C63.9-Male genital organs, NOS",7743791,0,0,0,0,0,0,0,0
50-54,"C64.9-Kidney, NOS",7743791,901,1.16e-4,1.09e-4,1.24e-4,326,4.209824361220493e-5,0,8.904211528952679e-5
50-54,C65.9-Renal pelvis,7743791,28,4e-6,2e-6,5e-6,16,2.0661714656296897e-6,0,0
50-54,C66.9-Ureter,7743791,14,2e-6,1e-6,3e-6,4,5.165428664074224e-7,0,0
