Age,Site,Population,Diagnosis.Count,Diagnosis.Rate,Diagnosis.Lower,Diagnosis.Upper,Death.Count,Death.Rate,Death.Lower,Death.Upper
70-74,C50.2-Upper-inner quadrant of breast,228946,0,0,0,1.6e-5,0,0,0,0
70-74,C50.3-Lower-inner quadrant of breast,228946,0,0,0,1.6e-5,0,0,0,0
70-74,C50.4-Upper-outer quadrant of breast,228946,1,4e-6,0,2.4e-5,1,4.367842198597049e-6,0,0
70-74,C50.5-Lower-outer quadrant of breast,228946,0,0,0,1.6e-5,0,0,0,0
70-74,C50.6-Axillary tail of breast,228946,0,0,0,1.6e-5,0,0,0,0
70-74,C50.8-Overlapping lesion of breast,228946,1,4e-6,0,2.4e-5,0,0,0,0
70-74,"C50.9-Breast, NOS",228946,6,2.6000000000000002e-5,1e-5,5.7e-5,5,2.1839210992985245e-5,0,0
70-74,C51.0-Labium majus,228946,0,0,0,1.6e-5,0,0,0,0
70-74,C51.1-Labium minus,228946,0,0,0,1.6e-5,0,0,0,0
70-74,C51.2-Clitoris,228946,0,0,0,1.6e-5,0,0,0,0
70-74,C51.8-Overlapping lesion of vulva,228946,0,0,0,1.6e-5,0,0,0,0
70-74,"C51.9-Vulva, NOS",228946,0,0,0,1.6e-5,0,0,0,0
70-74,"C52.9-Vagina, NOS",228946,0,0,0,1.6e-5,0,0,0,0
70-74,C53.0-Endocervix,228946,0,0,0,1.6e-5,0,0,0,0
70-74,C53.1-Exocervix,228946,0,0,0,1.6e-5,0,0,0,0
70-74,C53.8-Overlapping lesion of cervix uteri,228946,0,0,0,1.6e-5,0,0,0,0
70-74,C53.9-Cervix uteri,228946,0,0,0,1.6e-5,0,0,0,0
70-74,C54.0-Isthmus uteri,228946,0,0,0,1.6e-5,0,0,0,0
70-74,C54.1-Endometrium,228946,0,0,0,1.6e-5,0,0,0,0
70-74,C54.2-Myometrium,228946,0,0,0,1.6e-5,0,0,0,0
70-74,C54.3-Fundus uteri,228946,0,0,0,1.6e-5,0,0,0,0
70-74,C54.8-Overlapping lesion of corpus uteri,228946,0,0,0,1.6e-5,0,0,0,0
70-74,C54.9-Corpus uteri,228946,0,0,0,1.6e-5,0,0,0,0
70-74,"C55.9-Uterus, NOS",228946,0,0,0,1.6e-5,0,0,0,0
70-74,C56.9-Ovary,228946,0,0,0,1.6e-5,0,0,0,0
70-74,C57.0-Fallopian tube,228946,0,0,0,1.6e-5,0,0,0,0
70-74,C57.1-Broad ligament,228946,0,0,0,1.6e-5,0,0,0,0
70-74,C57.2-Round ligament,228946,0,0,0,1.6e-5,0,0,0,0
70-74,C57.3-Parametrium,228946,0,0,0,1.6e-5,0,0,0,0
70-74,C57.4-Uterine adnexa,228946,0,0,0,1.6e-5,0,0,0,0
70-74,C57.7-Other specified parts of female genital organs,228946,0,0,0,1.6e-5,0,0,0,0
70-74,C57.8-Overlapping lesion of female genital organs,228946,0,0,0,1.6e-5,0,0,0,0
70-74,"C57.9-Female genital tract, NOS",228946,0,0,0,1.6e-5,0,0,0,0
70-74,C58.9-Placenta,228946,0,0,0,1.6e-5,0,0,0,0
70-74,C60.0-Prepuce,228946,0,0,0,1.6e-5,0,0,0,0
70-74,C60.1-Glans penis,228946,3,1.3000000000000001e-5,3e-6,3.7999999999999995e-5,2,8.735684397194098e-6,0,0
70-74,C60.2-Body of penis,228946,1,4e-6,0,2.4e-5,1,4.367842198597049e-6,0,0
70-74,C60.8-Overlapping lesion of penis,228946,0,0,0,1.6e-5,0,0,0,0
70-74,"C60.9-Penis, NOS",228946,6,2.6000000000000002e-5,1e-5,5.7e-5,3,1.3103526595791147e-5,0,0
70-74,C61.9-Prostate gland,228946,3565,0.015571,0.015064000000000001,0.016090999999999998,1544,0.006743948354633844,0.006484719252574844,0.007155552278703275
70-74,C62.0-Undescended testis,228946,0,0,0,1.6e-5,0,0,0,0
70-74,C62.1-Descended testis,228946,0,0,0,1.6e-5,0,0,0,0
70-74,"C62.9-Testis, NOS",228946,1,4e-6,0,2.4e-5,1,4.367842198597049e-6,0,0
70-74,C63.0-Epididymis,228946,0,0,0,1.6e-5,0,0,0,0
70-74,C63.1-Spermatic cord,228946,1,4e-6,0,2.4e-5,1,4.367842198597049e-6,0,0
70-74,"C63.2-Scrotum, NOS",228946,1,4e-6,0,2.4e-5,1,4.367842198597049e-6,0,0
70-74,C63.7-Other specified parts of male genital organs,228946,0,0,0,1.6e-5,0,0,0,0
70-74,C63.8-Overlapping lesion of male genital organs,228946,0,0,0,1.6e-5,0,0,0,0
70-74,"C63.9-Male genital organs, NOS",228946,1,4e-6,0,2.4e-5,1,4.367842198597049e-6,0,0
70-74,"C64.9-Kidney, NOS",228946,194,8.47e-4,7.32e-4,9.75e-4,93,4.0620932446952556e-4,2.2361100870947734e-4,4.472220174189547e-4
70-74,C65.9-Renal pelvis,228946,7,3.1e-5,1.2e-5,6.3e-5,3,1.3103526595791147e-5,0,0
70-74,C66.9-Ureter,228946,2,9e-6,1e-6,3.2e-5,1,4.367842198597049e-6,0,0
70-74,C67.0-Trigone of bladder,228946,14,6.1e-5,3.2999999999999996e-5,1.0300000000000001e-4,9,3.931057978737344e-5,0,0
70-74,C67.1-Dome of bladder,228946,10,4.4000000000000006e-5,2.1000000000000002e-5,8e-5,8,3.494273758877639e-5,0,0
70-74,C67.2-Lateral wall of bladder,228946,28,1.22e-4,8.099999999999999e-5,1.77e-4,10,4.367842198597049e-5,0,0
70-74,C67.3-Anterior wall of bladder,228946,2,9e-6,1e-6,3.2e-5,2,8.735684397194098e-6,0,0
70-74,C67.4-Posterior wall of bladder,228946,18,7.900000000000001e-5,4.7000000000000004e-5,1.24e-4,9,3.931057978737344e-5,0,0
70-74,C67.5-Bladder neck,228946,10,4.4000000000000006e-5,2.1000000000000002e-5,8e-5,6,2.6207053191582295e-5,0,0
70-74,C67.6-Ureteric orifice,228946,5,2.2000000000000003e-5,7e-6,5.1e-5,2,8.735684397194098e-6,0,0
70-74,C67.7-Urachus,228946,0,0,0,1.6e-5,0,0,0,0
70-74,C67.8-Overlapping lesion of bladder,228946,36,1.57e-4,1.1e-4,2.18e-4,24,1.0482821276632918e-4,0,2.2361100870947734e-4
70-74,"C67.9-Bladder, NOS",228946,100,4.3700000000000005e-4,3.55e-4,5.31e-4,61,2.6643837411441997e-4,2.2361100870947734e-4,4.472220174189547e-4
70-74,C68.0-Urethra,228946,7,3.1e-5,1.2e-5,6.3e-5,5,2.1839210992985245e-5,0,0
70-74,C68.1-Paraurethral gland,228946,0,0,0,1.6e-5,0,0,0,0
70-74,C68.8-Overlapping lesion of urinary organs,228946,0,0,0,1.6e-5,0,0,0,0
70-74,"C68.9-Urinary system, NOS",228946,1,4e-6,0,2.4e-5,1,4.367842198597049e-6,0,0
70-74,C69.0-Conjunctiva,228946,0,0,0,1.6e-5,0,0,0,0
70-74,"C69.1-Cornea, NOS",228946,0,0,0,1.6e-5,0,0,0,0
70-74,C69.2-Retina,228946,0,0,0,1.6e-5,0,0,0,0
70-74,C69.3-Choroid,228946,0,0,0,1.6e-5,0,0,0,0
70-74,C69.4-Ciliary body,228946,0,0,0,1.6e-5,0,0,0,0
70-74,C69.5-Lacrimal gland,228946,0,0,0,1.6e-5,0,0,0,0
70-74,"C69.6-Orbit, NOS",228946,1,4e-6,0,2.4e-5,1,4.367842198597049e-6,0,0
70-74,C69.8-Overlapping lesion of eye and adnexa,228946,0,0,0,1.6e-5,0,0,0,0
70-74,"C69.9-Eye, NOS",228946,0,0,0,1.6e-5,0,0,0,0
70-74,C70.0-Cerebral meninges,228946,3,1.3000000000000001e-5,3e-6,3.7999999999999995e-5,1,4.367842198597049e-6,0,0
70-74,C70.1-Spinal meninges,228946,0,0,0,1.6e-5,0,0,0,0
70-74,"C70.9-Meninges, NOS",228946,2,9e-6,1e-6,3.2e-5,1,4.367842198597049e-6,0,0
70-74,C71.0-Cerebrum,228946,2,9e-6,1e-6,3.2e-5,1,4.367842198597049e-6,0,0
70-74,C71.1-Frontal lobe,228946,12,5.2000000000000004e-5,2.7000000000000002e-5,9.199999999999999e-5,11,4.804626418456754e-5,0,0
70-74,C71.2-Temporal lobe,228946,6,2.6000000000000002e-5,1e-5,5.7e-5,4,1.7471368794388195e-5,0,0
70-74,C71.3-Parietal lobe,228946,6,2.6000000000000002e-5,1e-5,5.7e-5,4,1.7471368794388195e-5,0,0
70-74,C71.4-Occipital lobe,228946,1,4e-6,0,2.4e-5,0,0,0,0
70-74,"C71.5-Ventricle, NOS",228946,0,0,0,1.6e-5,0,0,0,0
70-74,"C71.6-Cerebellum, NOS",228946,0,0,0,1.6e-5,0,0,0,0
70-74,C71.7-Brain stem,228946,1,4e-6,0,2.4e-5,0,0,0,0
70-74,C71.8-Overlapping lesion of brain,228946,5,2.2000000000000003e-5,7e-6,5.1e-5,5,2.1839210992985245e-5,0,0
70-74,"C71.9-Brain, NOS",228946,2,9e-6,1e-6,3.2e-5,1,4.367842198597049e-6,0,0
70-74,C72.0-Spinal cord,228946,0,0,0,1.6e-5,0,0,0,0
70-74,C72.1-Cauda equina,228946,0,0,0,1.6e-5,0,0,0,0
70-74,C72.2-Olfactory nerve,228946,0,0,0,1.6e-5,0,0,0,0
70-74,C72.3-Optic nerve,228946,0,0,0,1.6e-5,0,0,0,0
70-74,C72.4-Acoustic nerve,228946,0,0,0,1.6e-5,0,0,0,0
70-74,"C72.5-Cranial nerve, NOS",228946,0,0,0,1.6e-5,0,0,0,0
70-74,C72.8-Overlapping lesion of brain & CNS,228946,0,0,0,1.6e-5,0,0,0,0
70-74,"C72.9-Nervous system, NOS",228946,0,0,0,1.6e-5,0,0,0,0
70-74,C73.9-Thyroid gland,228946,24,1.05e-4,6.7e-5,1.56e-4,11,4.804626418456754e-5,0,0
70-74,C74.0-Cortex of adrenal gland,228946,0,0,0,1.6e-5,0,0,0,0
70-74,C74.1-Medulla of adrenal gland,228946,0,0,0,1.6e-5,0,0,0,0
70-74,"C74.9-Adrenal gland, NOS",228946,0,0,0,1.6e-5,0,0,0,0
70-74,C75.0-Parathyroid gland,228946,1,4e-6,0,2.4e-5,1,4.367842198597049e-6,0,0
70-74,C75.1-Pituitary gland,228946,0,0,0,1.6e-5,0,0,0,0
70-74,C75.2-Craniopharyngeal duct,228946,0,0,0,1.6e-5,0,0,0,0
70-74,C75.3-Pineal gland,228946,0,0,0,1.6e-5,0,0,0,0
70-74,C75.4-Carotid body,228946,0,0,0,1.6e-5,0,0,0,0
70-74,C75.5-Aortic body & other paraganglia,228946,0,0,0,1.6e-5,0,0,0,0
70-74,C75.8-Overlapping lesion of endocrine glands,228946,0,0,0,1.6e-5,NA,NA,NA,NA
70-74,"C75.9-Endocrine gland, NOS",228946,0,0,0,1.6e-5,0,0,0,0
70-74,"C76.0-Head, face or neck, NOS",228946,1,4e-6,0,2.4e-5,1,4.367842198597049e-6,0,0
70-74,"C76.1-Thorax, NOS",228946,0,0,0,1.6e-5,0,0,0,0
70-74,"C76.2-Abdomen, NOS",228946,2,9e-6,1e-6,3.2e-5,2,8.735684397194098e-6,0,0
70-74,"C76.3-Pelvis, NOS",228946,0,0,0,1.6e-5,0,0,0,0
70-74,"C76.4-Upper limb, NOS",228946,0,0,0,1.6e-5,0,0,0,0
70-74,"C76.5-Lower limb, NOS",228946,0,0,0,1.6e-5,0,0,0,0
70-74,C76.7-Other ill-defined sites,228946,0,0,0,1.6e-5,0,0,0,0
70-74,C76.8-Overlapping lesion of ill-defined sites,228946,0,0,0,1.6e-5,0,0,0,0
70-74,"C77.0-Lymph nodes of head, face & neck",228946,11,4.8e-5,2.4e-5,8.599999999999999e-5,5,2.1839210992985245e-5,0,0
70-74,C77.1-Intrathoracic lymph nodes,228946,0,0,0,1.6e-5,0,0,0,0
70-74,C77.2-Intra-abdominal lymph nodes,228946,11,4.8e-5,2.4e-5,8.599999999999999e-5,7,3.057489539017934e-5,0,0
70-74,C77.3-Lymph nodes of axilla or arm,228946,2,9e-6,1e-6,3.2e-5,1,4.367842198597049e-6,0,0
70-74,C77.4-Lymph nodes of inguinal region or leg,228946,4,1.7e-5,5e-6,4.5e-5,3,1.3103526595791147e-5,0,0
70-74,C77.5-Pelvic lymph nodes,228946,2,9e-6,1e-6,3.2e-5,1,4.367842198597049e-6,0,0
70-74,C77.8-Lymph nodes of multiple regions,228946,40,1.75e-4,1.25e-4,2.38e-4,28,1.2229958156071736e-4,0,2.2361100870947734e-4
70-74,"C77.9-Lymph node, NOS",228946,19,8.300000000000001e-5,5e-5,1.3e-4,12,5.241410638316459e-5,0,0
70-74,C80.9-Unknown primary site,228946,160,6.990000000000001e-4,5.95e-4,8.16e-4,127,5.547159592218252e-4,4.472220174189547e-4,6.708330261284321e-4
50-54,C00.0-External upper lip,7743791,10,1e-6,1e-6,2e-6,1,1.291357166018556e-7,0,0
50-54,C00.1-External lower lip,7743791,16,2e-6,1e-6,3e-6,3,3.874071498055668e-7,0,0
50-54,"C00.2-External lip, NOS",7743791,0,0,0,0,0,0,0,0
50-54,C00.3-Mucosa of upper lip,7743791,4,1e-6,0,1e-6,1,1.291357166018556e-7,0,0
50-54,C00.4-Mucosa of lower lip,7743791,1,0,0,1e-6,1,1.291357166018556e-7,0,0
50-54,"C00.5-Mucosa of lip, NOS",7743791,1,0,0,1e-6,0,0,0,0
50-54,C00.6-Commissure of lip,7743791,0,0,0,0,0,0,0,0
50-54,C00.8-Overlapping lesion of lip,7743791,0,0,0,0,0,0,0,0
50-54,"C00.9-Lip, NOS",7743791,4,1e-6,0,1e-6,1,1.291357166018556e-7,0,0
50-54,"C01.9-Base of tongue, NOS",7743791,80,1e-5,8e-6,1.3000000000000001e-5,35,4.519750081064946e-6,0,0
50-54,"C02.0-Dorsal surface of tongue, NOS",7743791,8,1e-6,0,2e-6,2,2.582714332037112e-7,0,0
50-54,C02.1-Border of tongue,7743791,47,6e-6,4e-6,8e-6,26,3.3575286316482456e-6,0,0
50-54,"C02.2-Ventral surface of tongue, NOS",7743791,15,2e-6,1e-6,3e-6,5,6.45678583009278e-7,0,0
50-54,"C02.3-Anterior 2/3 of tongue, NOS",7743791,25,3e-6,2e-6,5e-6,11,1.4204928826204116e-6,0,0
50-54,C02.4-Lingual tonsil,7743791,4,1e-6,0,1e-6,3,3.874071498055668e-7,0,0
50-54,C02.8-Overlapping lesion of tongue,7743791,7,1e-6,0,2e-6,2,2.582714332037112e-7,0,0
50-54,"C02.9-Tongue, NOS",7743791,25,3e-6,2e-6,5e-6,15,1.937035749027834e-6,0,0
50-54,C03.0-Upper gum,7743791,5,1e-6,0,2e-6,2,2.582714332037112e-7,0,0
50-54,C03.1-Lower gum,7743791,7,1e-6,0,2e-6,1,1.291357166018556e-7,0,0
50-54,"C03.9-Gum, NOS",7743791,4,1e-6,0,1e-6,1,1.291357166018556e-7,0,0
50-54,C04.0-Anterior floor of mouth,7743791,16,2e-6,1e-6,3e-6,9,1.1622214494167005e-6,0,0
50-54,C04.1-Lateral floor of mouth,7743791,2,0,0,1e-6,0,0,0,0
50-54,C04.8-Overlapping lesion of floor of mouth,7743791,0,0,0,0,0,0,0,0
50-54,"C04.9-Floor of mouth, NOS",7743791,19,2e-6,1e-6,4e-6,8,1.0330857328148449e-6,0,0
50-54,C05.0-Hard palate,7743791,20,3e-6,2e-6,4e-6,3,3.874071498055668e-7,0,0
50-54,"C05.1-Soft palate, NOS",7743791,32,4e-6,3e-6,6e-6,14,1.8079000324259784e-6,0,0
50-54,C05.2-Uvula,7743791,2,0,0,1e-6,1,1.291357166018556e-7,0,0
50-54,C05.8-Overlapping lesion of palate,7743791,6,1e-6,0,2e-6,2,2.582714332037112e-7,0,0
50-54,"C05.9-Palate, NOS",7743791,4,1e-6,0,1e-6,0,0,0,0
50-54,C06.0-Cheek mucosa,7743791,12,2e-6,1e-6,3e-6,4,5.165428664074224e-7,0,0
50-54,C06.1-Vestibule of mouth,7743791,1,0,0,1e-6,0,0,0,0
50-54,C06.2-Retromolar area,7743791,17,2e-6,1e-6,4e-6,8,1.0330857328148449e-6,0,0
50-54,C06.8-Overlapping lesion of other & unspecified mouth,7743791,1,0,0,1e-6,0,0,0,0
50-54,"C06.9-Mouth, NOS",7743791,7,1e-6,0,2e-6,2,2.582714332037112e-7,0,0
50-54,C07.9-Parotid gland,7743791,92,1.2e-5,1e-5,1.5e-5,16,2.0661714656296897e-6,0,0
50-54,C08.0-Submandibular gland,7743791,21,3e-6,2e-6,4e-6,7,9.039500162129892e-7,0,0
50-54,C08.1-Sublingual gland,7743791,3,0,0,1e-6,2,2.582714332037112e-7,0,0
50-54,C08.8-Overlapping lesion of major salivary glands,7743791,0,0,0,0,0,0,0,0
50-54,"C08.9-Major salivary gland, NOS",7743791,2,0,0,1e-6,1,1.291357166018556e-7,0,0
50-54,C09.0-Tonsillar fossa,7743791,21,3e-6,2e-6,4e-6,11,1.4204928826204116e-6,0,0
50-54,C09.1-Tonsillar pillar,7743791,5,1e-6,0,2e-6,3,3.874071498055668e-7,0,0
50-54,C09.8-Overlapping lesion of tonsil,7743791,0,0,0,0,0,0,0,0
50-54,"C09.9-Tonsil, NOS",7743791,84,1.1000000000000001e-5,9e-6,1.3000000000000001e-5,25,3.22839291504639e-6,0,0
50-54,C10.0-Vallecula,7743791,3,0,0,1e-6,3,3.874071498055668e-7,0,0
50-54,C10.1-Anterior surface of epiglottis,7743791,2,0,0,1e-6,0,0,0,0
50-54,C10.2-Lateral wall of oropharynx,7743791,2,0,0,1e-6,1,1.291357166018556e-7,0,0
50-54,C10.3-Posterior wall of oropharynx,7743791,0,0,0,0,0,0,0,0
50-54,C10.4-Branchial cleft,7743791,0,0,0,0,0,0,0,0
50-54,C10.8-Overlapping lesion of oropharynx,7743791,5,1e-6,0,2e-6,3,3.874071498055668e-7,0,0
50-54,"C10.9-Oropharynx, NOS",7743791,1,0,0,1e-6,0,0,0,0
50-54,C11.0-Superior wall of nasopharynx,7743791,0,0,0,0,0,0,0,0
50-54,C11.1-Posterior wall of nasopharynx,7743791,9,1e-6,1e-6,2e-6,2,2.582714332037112e-7,0,0
50-54,C11.2-Lateral wall of nasopharynx,7743791,3,0,0,1e-6,0,0,0,0
50-54,C11.3-Anterior wall of nasopharynx,7743791,1,0,0,1e-6,0,0,0,0
50-54,C11.8-Overlapping lesion of nasopharynx,7743791,1,0,0,1e-6,0,0,0,0
50-54,"C11.9-Nasopharynx, NOS",7743791,49,6e-6,5e-6,8e-6,26,3.3575286316482456e-6,0,0
50-54,C12.9-Pyriform sinus,7743791,25,3e-6,2e-6,5e-6,14,1.8079000324259784e-6,0,0
50-54,C13.0-Postcricoid region,7743791,3,0,0,1e-6,1,1.291357166018556e-7,0,0
50-54,"C13.1-Aryepiglottic fold, hypopharyngeal",7743791,3,0,0,1e-6,3,3.874071498055668e-7,0,0
50-54,C13.2-Posterior wall of hypopharynx,7743791,4,1e-6,0,1e-6,2,2.582714332037112e-7,0,0
50-54,C13.8-Overlapping lesion of hypopharynx,7743791,3,0,0,1e-6,3,3.874071498055668e-7,0,0
50-54,"C13.9-Hypopharynx, NOS",7743791,10,1e-6,1e-6,2e-6,7,9.039500162129892e-7,0,0
50-54,"C14.0-Pharynx, NOS",7743791,13,2e-6,1e-6,3e-6,9,1.1622214494167005e-6,0,0
50-54,C14.2-Waldeyers ring,7743791,0,0,0,0,0,0,0,0
50-54,"C14.8-Overlapping lesion of lip, oral cavity & pharynx",7743791,4,1e-6,0,1e-6,0,0,0,0
50-54,C15.0-Cervical esophagus,7743791,2,0,0,1e-6,2,2.582714332037112e-7,0,0
50-54,C15.1-Thoracic esophagus,7743791,5,1e-6,0,2e-6,5,6.45678583009278e-7,0,0
50-54,C15.2-Abdominal esophagus,7743791,0,0,0,0,0,0,0,0
50-54,C15.3-Upper third of esophagus,7743791,9,1e-6,1e-6,2e-6,9,1.1622214494167005e-6,0,0
50-54,C15.4-Middle third of esophagus,7743791,34,4e-6,3e-6,6e-6,25,3.22839291504639e-6,0,0
50-54,C15.5-Lower third of esophagus,7743791,52,7e-6,5e-6,9e-6,36,4.648885797666802e-6,0,0
50-54,C15.8-Overlapping lesion of esophagus,7743791,9,1e-6,1e-6,2e-6,8,1.0330857328148449e-6,0,0
50-54,"C15.9-Esophagus, NOS",7743791,5,1e-6,0,2e-6,4,5.165428664074224e-7,0,0
50-54,"C16.0-Cardia, NOS",7743791,62,8e-6,6e-6,1e-5,46,5.940242963685358e-6,0,0
50-54,C16.1-Fundus of stomach,7743791,30,4e-6,3e-6,6e-6,16,2.0661714656296897e-6,0,0
50-54,C16.2-Body of stomach,7743791,57,7e-6,6e-6,1e-5,34,4.390614364463091e-6,0,0
50-54,C16.3-Gastric antrum,7743791,82,1.1000000000000001e-5,8e-6,1.3000000000000001e-5,48,6.198514396889069e-6,0,0
50-54,C16.4-Pylorus,7743791,3,0,0,1e-6,3,3.874071498055668e-7,0,0
50-54,C16.5-Lesser curvature of stomach NOS,7743791,34,4e-6,3e-6,6e-6,20,2.582714332037112e-6,0,0
50-54,C16.6-Greater curvature of stomach NOS,7743791,28,4e-6,2e-6,5e-6,11,1.4204928826204116e-6,0,0
50-54,C16.8-Overlapping lesion of stomach,7743791,46,6e-6,4e-6,8e-6,37,4.778021514268657e-6,0,0
50-54,"C16.9-Stomach, NOS",7743791,117,1.5e-5,1.2e-5,1.8e-5,73,9.426907311935458e-6,0,0
50-54,C17.0-Duodenum,7743791,39,5e-6,4e-6,7e-6,16,2.0661714656296897e-6,0,0
50-54,C17.1-Jejunum,7743791,24,3e-6,2e-6,5e-6,6,7.748142996111336e-7,0,0
50-54,C17.2-Ileum,7743791,56,7e-6,5e-6,9e-6,12,1.5496285992222672e-6,0,0
50-54,C17.3-Meckels diverticulum,7743791,1,0,0,1e-6,0,0,0,0
50-54,C17.8-Overlapping lesion of small intestine,7743791,3,0,0,1e-6,1,1.291357166018556e-7,0,0
50-54,"C17.9-Small intestine, NOS",7743791,43,6e-6,4e-6,7e-6,18,2.324442898833401e-6,0,0
50-54,C18.0-Cecum,7743791,456,5.9000000000000004e-5,5.4000000000000005e-5,6.5e-5,184,2.376097185474143e-5,0,0
50-54,C18.1-Appendix,7743791,87,1.1000000000000001e-5,9e-6,1.4e-5,47,6.069378680287213e-6,0,0
50-54,C18.2-Ascending colon,7743791,313,4e-5,3.6e-5,4.5e-5,133,1.7175050308046795e-5,0,0
50-54,C18.3-Hepatic flexure of colon,7743791,94,1.2e-5,1e-5,1.5e-5,32,4.1323429312593795e-6,0,0
50-54,C18.4-Transverse colon,7743791,182,2.4e-5,2e-5,2.7000000000000002e-5,78,1.0072585894944737e-5,0,0
50-54,C18.5-Splenic flexure of colon,7743791,76,1e-5,8e-6,1.2e-5,27,3.486664348250101e-6,0,0
50-54,C18.6-Descending colon,7743791,164,2.1000000000000002e-5,1.8e-5,2.5e-5,57,7.360735846305769e-6,0,0
50-54,C18.7-Sigmoid colon,7743791,928,1.2e-4,1.12e-4,1.28e-4,305,3.938639356356596e-5,6.155404981875157e-5,6.155404981875157e-5
50-54,C18.8-Overlapping lesion of colon,7743791,22,3e-6,2e-6,4e-6,10,1.291357166018556e-6,0,0
50-54,"C18.9-Colon, NOS",7743791,88,1.1000000000000001e-5,9e-6,1.4e-5,55,7.102464413102058e-6,0,0
50-54,C19.9-Rectosigmoid junction,7743791,344,4.4000000000000006e-5,4e-5,4.9000000000000005e-5,137,1.7691593174454217e-5,0,0
50-54,"C20.9-Rectum, NOS",7743791,878,1.1300000000000001e-4,1.06e-4,1.21e-4,272,3.5124914915704725e-5,6.155404981875157e-5,6.155404981875157e-5
50-54,"C21.0-Anus, NOS",7743791,83,1.1000000000000001e-5,9e-6,1.3000000000000001e-5,30,3.874071498055668e-6,0,0
50-54,C21.1-Anal canal,7743791,113,1.5e-5,1.2e-5,1.8e-5,35,4.519750081064946e-6,0,0
50-54,C21.2-Cloacogenic zone,7743791,21,3e-6,2e-6,4e-6,9,1.1622214494167005e-6,0,0
50-54,"C21.8-Overlapping lesion of rectum, anus, and anal canal",7743791,35,5e-6,3e-6,6e-6,10,1.291357166018556e-6,0,0
50-54,C22.0-Liver,7743791,220,2.8e-5,2.5e-5,3.2e-5,176,2.2727886121926586e-5,0,0
50-54,C22.1-Intrahepatic bile duct,7743791,33,4e-6,3e-6,6e-6,26,3.3575286316482456e-6,0,0
50-54,C23.9-Gallbladder,7743791,96,1.2e-5,1e-5,1.5e-5,72,9.297771595333604e-6,0,0
50-54,C24.0-Extrahepatic bile duct,7743791,38,5e-6,3e-6,7e-6,32,4.1323429312593795e-6,0,0
50-54,C24.1-Ampulla of Vater,7743791,38,5e-6,3e-6,7e-6,29,3.7449357814538123e-6,0,0
50-54,C24.8-Overlapping lesion of biliary tract,7743791,0,0,0,0,0,0,0,0
50-54,"C24.9-Biliary tract, NOS",7743791,6,1e-6,0,2e-6,5,6.45678583009278e-7,0,0
50-54,C25.0-Head of pancreas,7743791,286,3.7000000000000005e-5,3.2999999999999996e-5,4.0999999999999994e-5,249,3.2154793433862046e-5,0,6.155404981875157e-5
50-54,C25.1-Body of pancreas,7743791,59,8e-6,6e-6,1e-5,51,6.5859215466946356e-6,0,0
50-54,C25.2-Tail of pancreas,7743791,72,9e-6,7e-6,1.2e-5,60,7.748142996111337e-6,0,0
50-54,C25.3-Pancreatic duct,7743791,4,1e-6,0,1e-6,4,5.165428664074224e-7,0,0
50-54,C25.4-Islets of Langerhans,7743791,1,0,0,1e-6,0,0,0,0
50-54,C25.7-Other specified parts of pancreas,7743791,7,1e-6,0,2e-6,5,6.45678583009278e-7,0,0
50-54,C25.8-Overlapping lesion of pancreas,7743791,44,6e-6,4e-6,8e-6,40,5.165428664074224e-6,0,0
50-54,"C25.9-Pancreas, NOS",7743791,125,1.6e-5,1.3000000000000001e-5,1.8999999999999998e-5,109,1.4075793109602261e-5,0,0
50-54,"C26.0-Intestinal tract, NOS",7743791,2,0,0,1e-6,2,2.582714332037112e-7,0,0
50-54,C26.8-Overlapping lesion of digestive system,7743791,0,0,0,0,0,0,0,0
50-54,"C26.9-Gastrointestinal tract, NOS",7743791,30,4e-6,3e-6,6e-6,23,2.970121481842679e-6,0,0
50-54,C30.0-Nasal cavity,7743791,31,4e-6,3e-6,6e-6,9,1.1622214494167005e-6,0,0
50-54,C30.1-Middle ear,7743791,3,0,0,1e-6,2,2.582714332037112e-7,0,0
50-54,C31.0-Maxillary sinus,7743791,10,1e-6,1e-6,2e-6,2,2.582714332037112e-7,0,0
50-54,C31.1-Ethmoid sinus,7743791,6,1e-6,0,2e-6,2,2.582714332037112e-7,0,0
50-54,C31.2-Frontal sinus,7743791,1,0,0,1e-6,1,1.291357166018556e-7,0,0
50-54,C31.3-Sphenoid sinus,7743791,3,0,0,1e-6,3,3.874071498055668e-7,0,0
50-54,C31.8-Overlapping lesion of accessory sinuses,7743791,0,0,0,0,0,0,0,0
50-54,"C31.9-Accessory sinus, NOS",7743791,2,0,0,1e-6,1,1.291357166018556e-7,0,0
50-54,C32.0-Glottis,7743791,48,6e-6,5e-6,8e-6,12,1.5496285992222672e-6,0,0
50-54,C32.1-Supraglottis,7743791,104,1.3000000000000001e-5,1.1000000000000001e-5,1.6e-5,52,6.715057263296491e-6,0,0
50-54,C32.2-Subglottis,7743791,0,0,0,0,0,0,0,0
50-54,C32.3-Laryngeal cartilage,7743791,0,0,0,0,0,0,0,0
50-54,C32.8-Overlapping lesion of larynx,7743791,7,1e-6,0,2e-6,3,3.874071498055668e-7,0,0
50-54,"C32.9-Larynx, NOS",7743791,8,1e-6,0,2e-6,7,9.039500162129892e-7,0,0
50-54,C33.9-Trachea,7743791,4,1e-6,0,1e-6,4,5.165428664074224e-7,0,0
