"Sex (Male, Female)","Race recode (All, Black)","Age recode (50-54, 60-64, 70-74)","Site recode ICD-O-3/WHO 2008 (Liu et al groupings)","Crude Rate","Standard Error","Lower Confidence Interval","Upper Confidence Interval","Count","Population"
"Female","Black","70-74 years","Stomach",0.3,0.0,0.2,0.3,85,31230113
"Female","Black","70-74 years","Small Intestine",0.0,0.0,0.0,0.1,14,31230113
"Female","Black","70-74 years","Colon and Rectum",1.2,0.1,1.1,1.3,369,31230113
"Female","Black","70-74 years","Anus, Anal Canal and Anorectum",0.0,0.0,0.0,0.0,4,31230113
"Female","Black","70-74 years","Liver",0.1,0.0,0.1,0.2,41,31230113
"Female","Black","70-74 years","Intrahepatic Bile Duct",0.0,0.0,0.0,0.0,4,31230113
"Female","Black","70-74 years","Gallbladder",0.0,0.0,0.0,0.1,14,31230113
"Female","Black","70-74 years","Other Biliary",0.0,0.0,0.0,0.1,14,31230113
"Female","Black","70-74 years","Pancreas",0.6,0.0,0.5,0.7,188,31230113
"Female","Black","70-74 years","Retroperitoneum",0.0,0.0,0.0,0.0,4,31230113
"Female","Black","70-74 years","Peritoneum, Omentum and Mesentery",0.0,0.0,0.0,0.0,6,31230113
"Female","Black","70-74 years","Other Digestive Organs",0.0,0.0,0.0,0.1,12,31230113
"Female","Black","70-74 years","Nose, Nasal Cavity and Middle Ear",0.0,0.0,0.0,0.0,1,31230113
"Female","Black","70-74 years","Larynx",0.0,0.0,0.0,0.1,14,31230113
"Female","Black","70-74 years","Lung and Bronchus",2.1,0.1,1.9,2.3,655,31230113
"Female","Black","70-74 years","Pleura",0.0,NA,0.0,0.0,0,31230113
"Female","Black","70-74 years","Trachea, Mediastinum and Other Respiratory Organs",0.0,0.0,0.0,0.0,1,31230113
"Female","Black","70-74 years","Bones and Joints",0.0,0.0,0.0,0.0,1,31230113
"Female","Black","70-74 years","Soft Tissue including Heart",0.0,0.0,0.0,0.1,12,31230113
"Female","Black","70-74 years","Melanoma of the Skin",0.0,0.0,0.0,0.0,2,31230113
"Female","Black","70-74 years","Other Non-Epithelial Skin",0.0,0.0,0.0,0.0,3,31230113
"Female","Black","70-74 years","Breast",1.2,0.1,1.0,1.3,363,31230113
"Female","Black","70-74 years","Cervix Uteri",0.1,0.0,0.1,0.2,42,31230113
"Female","Black","70-74 years","Corpus Uteri",0.4,0.0,0.4,0.5,137,31230113
"Female","Black","70-74 years","Uterus, NOS",0.0,0.0,0.0,0.1,11,31230113
"Female","Black","70-74 years","Ovary",0.3,0.0,0.2,0.3,85,31230113
"Female","Black","70-74 years","Vagina",0.0,0.0,0.0,0.1,10,31230113
"Female","Black","70-74 years","Vulva",0.0,0.0,0.0,0.1,9,31230113
"Female","Black","70-74 years","Other Female Genital Organs",0.0,0.0,0.0,0.0,1,31230113
"Female","Black","70-74 years","Prostate",0.0,NA,0.0,0.0,0,31230113
"Female","Black","70-74 years","Testis",0.0,NA,0.0,0.0,0,31230113
"Female","Black","70-74 years","Penis",0.0,NA,0.0,0.0,0,31230113
"Female","Black","70-74 years","Other Male Genital Organs",0.0,NA,0.0,0.0,0,31230113
"Female","Black","70-74 years","Urinary Bladder",0.2,0.0,0.2,0.3,71,31230113
"Female","Black","70-74 years","Kidney and Renal Pelvis",0.2,0.0,0.1,0.2,58,31230113
"Female","Black","70-74 years","Ureter",0.0,0.0,0.0,0.0,1,31230113
"Female","Black","70-74 years","Other Urinary Organs",0.0,0.0,0.0,0.0,5,31230113
"Female","Black","70-74 years","Eye and Orbit",0.0,NA,0.0,0.0,0,31230113
"Female","Black","70-74 years","Brain and Other Nervous System",0.1,0.0,0.0,0.1,16,31230113
"Female","Black","70-74 years","Thyroid",0.0,0.0,0.0,0.1,12,31230113
"Female","Black","70-74 years","Other Endocrine including Thymus",0.0,0.0,0.0,0.0,2,31230113
"Female","Black","70-74 years","Lymphoma",0.2,0.0,0.2,0.3,70,31230113
"Female","Black","70-74 years","Myeloma",0.3,0.0,0.3,0.4,106,31230113
"Female","Black","70-74 years","Leukemia",0.2,0.0,0.2,0.3,64,31230113
"Female","Black","70-74 years","Mesothelioma",0.0,0.0,0.0,0.0,4,31230113
"Female","Black","70-74 years","Kaposi Sarcoma",0.0,NA,0.0,0.0,0,31230113
