"Sex (Male, Female)","Race recode (All, Black)","Age recode (50-54, 60-64, 70-74)","Site recode ICD-O-3/WHO 2008 (Liu et al groupings)","Crude Rate","Standard Error","Lower Confidence Interval","Upper Confidence Interval","Count","Population"
"Female","Black","70-74 years","Gallbladder",5.4,1.3,3.2,8.5,18,332818
"Female","Black","70-74 years","Other Biliary",5.1,1.2,3.0,8.2,17,332818
"Female","Black","70-74 years","Pancreas",70.3,4.6,61.6,79.9,234,332818
"Female","Black","70-74 years","Retroperitoneum",2.1,0.8,0.8,4.3,7,332818
"Female","Black","70-74 years","Peritoneum, Omentum and Mesentery",2.4,0.8,1.0,4.7,8,332818
"Female","Black","70-74 years","Other Digestive Organs",4.5,1.2,2.5,7.4,15,332818
"Female","Black","70-74 years","Nose, Nasal Cavity and Middle Ear",0.9,0.5,0.2,2.6,3,332818
"Female","Black","70-74 years","Larynx",8.7,1.6,5.8,12.5,29,332818
"Female","Black","70-74 years","Lung and Bronchus",261.1,8.9,244.0,279.1,869,332818
"Female","Black","70-74 years","Pleura",0.0,NA,0.0,1.1,0,332818
"Female","Black","70-74 years","Trachea, Mediastinum and Other Respiratory Organs",0.3,0.3,0.0,1.7,1,332818
"Female","Black","70-74 years","Bones and Joints",0.6,0.4,0.1,2.2,2,332818
"Female","Black","70-74 years","Soft Tissue including Heart",8.1,1.6,5.3,11.8,27,332818
"Female","Black","70-74 years","Melanoma of the Skin",2.4,0.8,1.0,4.7,8,332818
"Female","Black","70-74 years","Other Non-Epithelial Skin",2.7,0.9,1.2,5.1,9,332818
"Female","Black","70-74 years","Breast",386.1,10.8,365.3,407.8,1285,332818
"Female","Black","70-74 years","Cervix Uteri",27.0,2.9,21.7,33.2,90,332818
"Female","Black","70-74 years","Corpus Uteri",85.3,5.1,75.7,95.9,284,332818
"Female","Black","70-74 years","Uterus, NOS",4.2,1.1,2.3,7.1,14,332818
"Female","Black","70-74 years","Ovary",38.5,3.4,32.1,45.7,128,332818
"Female","Black","70-74 years","Vagina",4.5,1.2,2.5,7.4,15,332818
"Female","Black","70-74 years","Vulva",5.1,1.2,3.0,8.2,17,332818
"Female","Black","70-74 years","Other Female Genital Organs",1.8,0.7,0.7,3.9,6,332818
"Female","Black","70-74 years","Prostate",0.0,NA,0.0,1.1,0,332818
"Female","Black","70-74 years","Testis",0.0,NA,0.0,1.1,0,332818
"Female","Black","70-74 years","Penis",0.0,NA,0.0,1.1,0,332818
"Female","Black","70-74 years","Other Male Genital Organs",0.0,NA,0.0,1.1,0,332818
"Female","Black","70-74 years","Urinary Bladder",40.3,3.5,33.7,47.7,134,332818
"Female","Black","70-74 years","Kidney and Renal Pelvis",45.7,3.7,38.7,53.5,152,332818
"Female","Black","70-74 years","Ureter",1.8,0.7,0.7,3.9,6,332818
"Female","Black","70-74 years","Other Urinary Organs",1.8,0.7,0.7,3.9,6,332818
"Female","Black","70-74 years","Eye and Orbit",0.0,NA,0.0,1.1,0,332818
"Female","Black","70-74 years","Brain and Other Nervous System",7.5,1.5,4.9,11.1,25,332818
"Female","Black","70-74 years","Thyroid",13.8,2.0,10.1,18.4,46,332818
"Female","Black","70-74 years","Other Endocrine including Thymus",2.7,0.9,1.2,5.1,9,332818
"Female","Black","70-74 years","Lymphoma",43.3,3.6,36.5,50.9,144,332818
"Female","Black","70-74 years","Myeloma",47.8,3.8,40.6,55.8,159,332818
"Female","Black","70-74 years","Leukemia",33.1,3.2,27.2,39.8,110,332818
"Female","Black","70-74 years","Mesothelioma",1.5,0.7,0.5,3.5,5,332818
"Female","Black","70-74 years","Kaposi Sarcoma",0.0,NA,0.0,1.1,0,332818
