Site,Sex,Race,Age,Population,Diagnosis.Count,Diagnosis.Rate,Diagnosis.Lower,Diagnosis.Upper,Death.Count,Death.Rate,Death.Lower,Death.Upper
Other Male Genital Organs,Male,Black,70-74,45789.2,3,6.500000000000001e-5,1.5000000000000002e-5,1.8999999999999998e-4,3,6.551763297895574e-5,0,0
Other Male Genital Organs,Female,All,50-54,1548758.2,0,0,0,0,0,0,0,0
Other Male Genital Organs,Female,All,60-64,918696.2,0,0,0,5.000000000000001e-6,0,0,0,0
Other Male Genital Organs,Female,All,70-74,750127.4,0,0,0,5e-6,0,0,0,0
Other Male Genital Organs,Female,Black,50-54,172564.2,0,0,0,2e-5,0,0,0,0
Other Male Genital Organs,Female,Black,60-64,96576.4,0,0,0,4e-5,0,0,0,0
Other Male Genital Organs,Female,Black,70-74,66563.6,0,0,0,5.5e-5,0,0,0,0
Other Non-Epithelial Skin,Male,All,50-54,1482093,132,9e-5,7.500000000000001e-5,1.05e-4,31,2.0916366246922426e-5,0,0
Other Non-Epithelial Skin,Male,All,60-64,836793,149,1.7999999999999998e-4,1.5000000000000001e-4,2.1e-4,60,7.17023206456077e-5,0,0
Other Non-Epithelial Skin,Male,All,70-74,592901.4,281,4.75e-4,4.1999999999999996e-4,5.35e-4,201,3.3901083721509174e-4,0,0
Other Non-Epithelial Skin,Male,Black,50-54,148162.6,11,7.5e-5,3.5e-5,1.35e-4,2,1.3498683203453502e-5,0,0
Other Non-Epithelial Skin,Male,Black,60-64,78088,8,9.999999999999999e-5,4.5e-5,1.9999999999999998e-4,4,5.1224259809445757e-5,0,0
Other Non-Epithelial Skin,Male,Black,70-74,45789.2,7,1.55e-4,6.000000000000001e-5,3.15e-4,3,6.551763297895574e-5,0,0
Other Non-Epithelial Skin,Female,All,50-54,1548758.2,104,6.500000000000001e-5,5.5000000000000016e-5,8e-5,14,9.039500162129892e-6,0,0
Other Non-Epithelial Skin,Female,All,60-64,918696.2,105,1.1499999999999999e-4,9.5e-5,1.4000000000000001e-4,36,3.9185968114377745e-5,0,0
Other Non-Epithelial Skin,Female,All,70-74,750127.4,165,2.2e-4,1.8999999999999998e-4,2.55e-4,91,1.2131272634488488e-4,0,0
Other Non-Epithelial Skin,Female,Black,50-54,172564.2,15,8.499999999999999e-5,4.9999999999999996e-5,1.4499999999999997e-4,2,1.1589889444044592e-5,0,0
Other Non-Epithelial Skin,Female,Black,60-64,96576.4,4,4e-5,1e-5,1.0500000000000002e-4,2,2.0708993087338108e-5,0,0
Other Non-Epithelial Skin,Female,Black,70-74,66563.6,9,1.35e-4,5.9999999999999995e-5,2.5499999999999996e-4,7,1.0516258135076827e-4,0,0
Other Oral Cavity and Pharynx,Male,All,50-54,1482093,54,3.5e-5,2.5e-5,5e-5,37,2.496469519793967e-5,0,0
Other Oral Cavity and Pharynx,Male,All,60-64,836793,66,7.999999999999999e-5,6e-5,9.999999999999999e-5,49,5.855689519391295e-5,0,0
Other Oral Cavity and Pharynx,Male,All,70-74,592901.4,50,8.499999999999999e-5,6.500000000000001e-5,1.1e-4,43,7.252470646890022e-5,0,0
Other Oral Cavity and Pharynx,Male,Black,50-54,148162.6,9,6e-5,3e-5,1.1499999999999998e-4,6,4.049604961036051e-5,0,0
Other Oral Cavity and Pharynx,Male,Black,60-64,78088,14,1.8e-4,9.999999999999999e-5,3.0000000000000003e-4,10,1.2806064952361438e-4,0,0
Other Oral Cavity and Pharynx,Male,Black,70-74,45789.2,7,1.55e-4,6.000000000000001e-5,3.15e-4,7,1.5287447695089672e-4,0,0
Other Oral Cavity and Pharynx,Female,All,50-54,1548758.2,16,1e-5,5e-6,1.4999999999999999e-5,10,6.45678583009278e-6,0,0
Other Oral Cavity and Pharynx,Female,All,60-64,918696.2,25,2.5e-5,2.0000000000000005e-5,4.000000000000001e-5,21,2.2858481400053688e-5,0,0
Other Oral Cavity and Pharynx,Female,All,70-74,750127.4,37,4.9999999999999996e-5,3.5e-5,7e-5,29,3.866009960441386e-5,0,0
Other Oral Cavity and Pharynx,Female,Black,50-54,172564.2,4,2.4999999999999998e-5,5e-6,5.9999999999999995e-5,3,1.7384834166066887e-5,0,0
Other Oral Cavity and Pharynx,Female,Black,60-64,96576.4,4,4e-5,1e-5,1.0500000000000002e-4,3,3.1063489631007164e-5,0,0
Other Oral Cavity and Pharynx,Female,Black,70-74,66563.6,6,8.999999999999999e-5,3.5e-5,1.9499999999999997e-4,4,6.0092903629010445e-5,0,0
Other Urinary Organs,Male,All,50-54,1482093,27,2e-5,1e-5,2.5e-5,14,9.446100885706902e-6,0,0
Other Urinary Organs,Male,All,60-64,836793,36,4.4999999999999996e-5,3e-5,6e-5,21,2.5095812225962692e-5,0,0
Other Urinary Organs,Male,All,70-74,592901.4,74,1.2499999999999998e-4,9.999999999999999e-5,1.55e-4,59,9.95106437596538e-5,0,0
Other Urinary Organs,Male,Black,50-54,148162.6,2,1.5e-5,0,4.9999999999999996e-5,2,1.3498683203453502e-5,0,0
Other Urinary Organs,Male,Black,60-64,78088,5,6.5e-5,2e-5,1.5000000000000001e-4,3,3.8418194857084316e-5,0,0
Other Urinary Organs,Male,Black,70-74,45789.2,8,1.75e-4,7.500000000000001e-5,3.4500000000000004e-4,6,1.3103526595791148e-4,0,0
Other Urinary Organs,Female,All,50-54,1548758.2,15,1e-5,5e-6,1.4999999999999999e-5,10,6.45678583009278e-6,0,0
Other Urinary Organs,Female,All,60-64,918696.2,24,2.5e-5,1.5e-5,4.000000000000001e-5,18,1.9592984057188873e-5,0,0
Other Urinary Organs,Female,All,70-74,750127.4,24,2.9999999999999994e-5,2e-5,4.9999999999999996e-5,20,2.6662137658216457e-5,0,0
Other Urinary Organs,Female,Black,50-54,172564.2,5,2.9999999999999997e-5,1e-5,7e-5,5,2.897472361011148e-5,0,0
Other Urinary Organs,Female,Black,60-64,96576.4,9,9.499999999999999e-5,4.5e-5,1.7500000000000003e-4,7,7.248147580568339e-5,0,0
Other Urinary Organs,Female,Black,70-74,66563.6,6,8.999999999999999e-5,3.5e-5,1.9499999999999997e-4,6,9.013935544351567e-5,0,0
Ovary,Male,All,50-54,1482093,0,0,0,0,0,0,0,0
Ovary,Male,All,60-64,836793,0,0,0,4.9999999999999996e-6,0,0,0,0
Ovary,Male,All,70-74,592901.4,0,0,0,5e-6,0,0,0,0
Ovary,Male,Black,50-54,148162.6,0,0,0,2.4999999999999998e-5,0,0,0,0
Ovary,Male,Black,60-64,78088,0,0,0,4.5e-5,0,0,0,0
Ovary,Male,Black,70-74,45789.2,0,0,0,8e-5,0,0,0,0
Ovary,Female,All,50-54,1548758.2,1769,0.0011400000000000002,0.0010900000000000003,0.0011949999999999999,1049,6.773168335767327e-4,4.45210576447634e-4,8.90421152895268e-4
Ovary,Female,All,60-64,918696.2,1851,0.002015,0.0019250000000000003,0.0021100000000000003,1346,0.0014651198078320124,0.0015010915055488421,0.0015010915055488421
Ovary,Female,All,70-74,750127.4,1909,0.0025449999999999995,0.00243,0.00266,1592,0.00212230615759403,0.0018384171302101484,0.0018384171302101484
Ovary,Female,Black,50-54,172564.2,120,6.95e-4,5.749999999999999e-4,8.300000000000001e-4,65,3.7667140693144923e-4,4.689876289520074e-4,4.689876289520074e-4
Ovary,Female,Black,60-64,96576.4,142,0.0014700000000000002,0.00124,0.0017350000000000004,107,0.0011079311301725888,8.379943236649949e-4,0.0016759886473299897
Ovary,Female,Black,70-74,66563.6,128,0.0019249999999999998,0.0016049999999999999,0.002285,102,0.0015323690425397664,0.0012158368087062598,0.0024316736174125196
Pancreas,Male,All,50-54,1482093,951,6.4e-4,6.000000000000001e-4,6.85e-4,835,5.633924456832331e-4,4.539143845899009e-4,4.539143845899009e-4
Pancreas,Male,All,60-64,836793,1395,0.0016649999999999998,0.00158,0.001755,1242,0.0014842380373640792,0.0016079086034419504,0.0016079086034419504
Pancreas,Male,All,70-74,592901.4,1920,0.00324,0.0030949999999999997,0.003385,1692,0.00285376286849719,0.0022693261712655763,0.0034039892568983646
Pancreas,Male,Black,50-54,148162.6,135,9.1e-4,7.650000000000001e-4,0.00108,112,7.559262593933962e-4,5.05587806909436e-4,0.001011175613818872
Pancreas,Male,Black,60-64,78088,185,0.0023699999999999997,0.0020399999999999997,0.002735,156,0.0019977461325683846,0.0019185842639073867,0.0019185842639073867
Pancreas,Male,Black,70-74,45789.2,209,0.0045650000000000005,0.003965000000000001,0.0052250000000000005,146,0.003188524804975846,0.003271915822945149,0.003271915822945149
Pancreas,Female,All,50-54,1548758.2,595,3.8500000000000003e-4,3.5499999999999996e-4,4.1500000000000006e-4,526,3.3962693466288023e-4,4.45210576447634e-4,4.45210576447634e-4
Pancreas,Female,All,60-64,918696.2,1071,0.001165,0.001095,0.00124,942,0.001025366165659551,7.505457527744211e-4,7.505457527744211e-4
Pancreas,Female,All,70-74,750127.4,1953,0.002605,0.0024899999999999996,0.0027199999999999998,1769,0.0023582660758692457,0.0018384171302101484,0.002757625695315222
Pancreas,Female,Black,50-54,172564.2,92,5.349999999999999e-4,4.3e-4,6.55e-4,79,4.578006330397614e-4,4.689876289520074e-4,4.689876289520074e-4
Pancreas,Female,Black,60-64,96576.4,167,0.0017300000000000002,0.001475,0.0020100000000000005,127,0.00131502106104597,8.379943236649949e-4,0.0016759886473299897
Pancreas,Female,Black,70-74,66563.6,234,0.0035149999999999995,0.00308,0.003995,189,0.0028393896964707434,0.0024316736174125196,0.0036475104261187792
Penis,Male,All,50-54,1482093,59,4e-5,2.9999999999999997e-5,5e-5,36,2.4289973706103462e-5,0,0
Penis,Male,All,60-64,836793,107,1.3e-4,1.05e-4,1.55e-4,55,6.572712725847373e-5,0,0
Penis,Male,All,70-74,592901.4,123,2.05e-4,1.6999999999999999e-4,2.4999999999999995e-4,86,1.4504941293780045e-4,0,0
Penis,Male,Black,50-54,148162.6,5,3.5e-5,1e-5,8e-5,3,2.0248024805180255e-5,0,0
Penis,Male,Black,60-64,78088,16,2.0499999999999997e-4,1.1499999999999999e-4,3.3499999999999996e-4,9,1.1525458457125294e-4,0,0
Penis,Male,Black,70-74,45789.2,10,2.2000000000000003e-4,1.0500000000000002e-4,4e-4,7,1.5287447695089672e-4,0,0
Penis,Female,All,50-54,1548758.2,0,0,0,0,0,0,0,0
Penis,Female,All,60-64,918696.2,0,0,0,5.000000000000001e-6,0,0,0,0
Penis,Female,All,70-74,750127.4,0,0,0,5e-6,0,0,0,0
Penis,Female,Black,50-54,172564.2,0,0,0,2e-5,0,0,0,0
Penis,Female,Black,60-64,96576.4,0,0,0,4e-5,0,0,0,0
Penis,Female,Black,70-74,66563.6,0,0,0,5.5e-5,0,0,0,0
"Peritoneum, Omentum and Mesentery",Male,All,50-54,1482093,6,5e-6,0,1e-5,4,2.6988859673448294e-6,0,0
"Peritoneum, Omentum and Mesentery",Male,All,60-64,836793,13,1.5e-5,9.999999999999999e-6,2.4999999999999998e-5,10,1.1950386774267948e-5,0,0
"Peritoneum, Omentum and Mesentery",Male,All,70-74,592901.4,9,1.4999999999999999e-5,5e-6,2.9999999999999997e-5,8,1.3492968645376785e-5,0,0
"Peritoneum, Omentum and Mesentery",Male,Black,50-54,148162.6,2,1.5e-5,0,4.9999999999999996e-5,2,1.3498683203453502e-5,0,0
"Peritoneum, Omentum and Mesentery",Male,Black,60-64,78088,3,4e-5,1e-5,1.1000000000000002e-4,1,1.2806064952361439e-5,0,0
"Peritoneum, Omentum and Mesentery",Male,Black,70-74,45789.2,0,0,0,8e-5,0,0,0,0
"Peritoneum, Omentum and Mesentery",Female,All,50-54,1548758.2,79,5e-5,4e-5,6.500000000000001e-5,61,3.938639356356596e-5,0,0
"Peritoneum, Omentum and Mesentery",Female,All,60-64,918696.2,154,1.7e-4,1.4000000000000001e-4,1.95e-4,132,1.4368188308605173e-4,0,0
"Peritoneum, Omentum and Mesentery",Female,All,70-74,750127.4,216,2.8999999999999995e-4,2.5e-4,3.2999999999999994e-4,189,2.519572008701455e-4,0,0
"Peritoneum, Omentum and Mesentery",Female,Black,50-54,172564.2,5,2.9999999999999997e-5,1e-5,7e-5,2,1.1589889444044592e-5,0,0
"Peritoneum, Omentum and Mesentery",Female,Black,60-64,96576.4,7,7e-5,3.0000000000000004e-5,1.5000000000000001e-4,5,5.1772482718345275e-5,0,0
"Peritoneum, Omentum and Mesentery",Female,Black,70-74,66563.6,8,1.1999999999999999e-4,4.9999999999999996e-5,2.35e-4,7,1.0516258135076827e-4,0,0
Pleura,Male,All,50-54,1482093,4,5e-6,0,5e-6,3,2.024164475508622e-6,0,0
Pleura,Male,All,60-64,836793,4,4.9999999999999996e-6,0,9.999999999999999e-6,3,3.5851160322803848e-6,0,0
Pleura,Male,All,70-74,592901.4,6,1e-5,5e-6,2e-5,5,8.43310540336049e-6,0,0
Pleura,Male,Black,50-54,148162.6,0,0,0,2.4999999999999998e-5,0,0,0,0
Pleura,Male,Black,60-64,78088,0,0,0,4.5e-5,0,0,0,0
Pleura,Male,Black,70-74,45789.2,0,0,0,8e-5,0,0,0,0
Pleura,Female,All,50-54,1548758.2,2,0,0,5e-6,2,1.291357166018556e-6,0,0
Pleura,Female,All,60-64,918696.2,5,5.000000000000001e-6,0,1.5e-5,3,3.2654973428648124e-6,0,0
Pleura,Female,All,70-74,750127.4,4,5e-6,0,1.4999999999999997e-5,4,5.332427531643291e-6,0,0
Pleura,Female,Black,50-54,172564.2,0,0,0,2e-5,0,0,0,0
Pleura,Female,Black,60-64,96576.4,0,0,0,4e-5,0,0,0,0
Pleura,Female,Black,70-74,66563.6,0,0,0,5.5e-5,0,0,0,0
Prostate,Male,All,50-54,1482093,10616,0.007165,0.007025,0.007299999999999999,1936,0.0013062608081948974,0.0013617431537697028,0.0013617431537697028
Prostate,Male,All,60-64,836793,25621,0.03062,0.030244999999999998,0.030994999999999998,8052,0.009622451430640553,0.009647451620651703,0.009647451620651703
Prostate,Male,All,70-74,592901.4,31968,0.05392,0.053329999999999995,0.05451,18743,0.03161233891503713,0.030635903312085284,0.03177056639771807
Prostate,Male,Black,50-54,148162.6,2033,0.013719999999999998,0.013130000000000001,0.01433,519,0.003502908291296184,0.0030335268414566157,0.004044702455275488
Prostate,Male,Black,60-64,78088,3990,0.051095,0.049525,0.052704999999999995,1586,0.02031041901444524,0.019185842639073865,0.02110442690298125
Prostate,Male,Black,70-74,45789.2,3565,0.077855,0.07532000000000001,0.080455,2191,0.047849711285630675,0.04580682152123208,0.04907873734417723
Prostate,Female,All,50-54,1548758.2,0,0,0,0,0,0,0,0
Prostate,Female,All,60-64,918696.2,0,0,0,5.000000000000001e-6,0,0,0,0
Prostate,Female,All,70-74,750127.4,0,0,0,5e-6,0,0,0,0
Prostate,Female,Black,50-54,172564.2,0,0,0,2e-5,0,0,0,0
Prostate,Female,Black,60-64,96576.4,0,0,0,4e-5,0,0,0,0
Prostate,Female,Black,70-74,66563.6,0,0,0,5.5e-5,0,0,0,0
Retroperitoneum,Male,All,50-54,1482093,36,2.5e-5,1.4999999999999999e-5,3.5e-5,26,1.754275878774139e-5,0,0
Retroperitoneum,Male,All,60-64,836793,36,4.4999999999999996e-5,3e-5,6e-5,26,3.1071005613096665e-5,0,0
Retroperitoneum,Male,All,70-74,592901.4,49,8.499999999999999e-5,5.9999999999999995e-5,1.1e-4,47,7.927119079158862e-5,0,0
Retroperitoneum,Male,Black,50-54,148162.6,2,1.5e-5,0,4.9999999999999996e-5,1,6.749341601726751e-6,0,0
Retroperitoneum,Male,Black,60-64,78088,3,4e-5,1e-5,1.1000000000000002e-4,2,2.5612129904722878e-5,0,0
Retroperitoneum,Male,Black,70-74,45789.2,1,2e-5,0,1.2000000000000002e-4,1,2.183921099298525e-5,0,0
Retroperitoneum,Female,All,50-54,1548758.2,46,2.9999999999999997e-5,2e-5,4e-5,26,1.6787643158241227e-5,0,0
Retroperitoneum,Female,All,60-64,918696.2,43,4.5e-5,3.5000000000000004e-5,6.5e-5,32,3.483197165722466e-5,0,0
Retroperitoneum,Female,All,70-74,750127.4,52,7e-5,4.9999999999999996e-5,8.999999999999999e-5,44,5.86567028480762e-5,0,0
Retroperitoneum,Female,Black,50-54,172564.2,11,6.5e-5,2.9999999999999997e-5,1.1499999999999999e-4,7,4.056461305415607e-5,0,0
Retroperitoneum,Female,Black,60-64,96576.4,9,9.499999999999999e-5,4.5e-5,1.7500000000000003e-4,5,5.1772482718345275e-5,0,0
Retroperitoneum,Female,Black,70-74,66563.6,7,1.05e-4,3.9999999999999996e-05,2.1499999999999997e-4,6,9.013935544351567e-5,0,0
Salivary Gland,Male,All,50-54,1482093,141,9.499999999999999e-5,8e-5,1.1000000000000002e-4,60,4.048328951017244e-5,0,0
Salivary Gland,Male,All,60-64,836793,153,1.85e-4,1.55e-4,2.15e-4,102,1.2189394509753308e-4,0,0
Salivary Gland,Male,All,70-74,592901.4,186,3.1499999999999996e-4,2.7e-4,3.6e-4,136,2.2938046697140537e-4,0,0
Salivary Gland,Male,Black,50-54,148162.6,15,9.999999999999999e-5,5.5e-5,1.6499999999999997e-4,8,5.399473281381401e-5,0,0
Salivary Gland,Male,Black,60-64,78088,14,1.8e-4,9.999999999999999e-5,3.0000000000000003e-4,7,8.964245466653007e-5,0,0
Salivary Gland,Male,Black,70-74,45789.2,5,1.1000000000000002e-4,3.5e-5,2.55e-4,4,8.7356843971941e-5,0,0
Salivary Gland,Female,All,50-54,1548758.2,96,5.9999999999999995e-5,5e-5,7.5e-5,30,1.9370357490278342e-5,0,0
Salivary Gland,Female,All,60-64,918696.2,94,1e-4,8.5e-5,1.25e-4,50,5.442495571441354e-5,0,0
Salivary Gland,Female,All,70-74,750127.4,114,1.5e-4,1.25e-4,1.85e-4,69,9.198437492084677e-5,0,0
Salivary Gland,Female,Black,50-54,172564.2,11,6.5e-5,2.9999999999999997e-5,1.1499999999999999e-4,6,3.4769668332133775e-5,0,0
Salivary Gland,Female,Black,60-64,96576.4,7,7e-5,3.0000000000000004e-5,1.5000000000000001e-4,5,5.1772482718345275e-5,0,0
Salivary Gland,Female,Black,70-74,66563.6,9,1.35e-4,5.9999999999999995e-5,2.5499999999999996e-4,7,1.0516258135076827e-4,0,0
Small Intestine,Male,All,50-54,1482093,208,1.4e-4,1.1999999999999999e-4,1.6e-4,110,7.42193641019828e-5,0,0
Small Intestine,Male,All,60-64,836793,262,3.1499999999999996e-4,2.75e-4,3.55e-4,153,1.828409176462996e-4,0,0
Small Intestine,Male,All,70-74,592901.4,271,4.5499999999999995e-4,4.05e-4,5.149999999999999e-4,193,3.2551786856971495e-4,0,0
Small Intestine,Male,Black,50-54,148162.6,44,2.95e-4,2.1499999999999997e-4,3.9999999999999996e-4,23,1.5523485683971528e-4,0,0
Small Intestine,Male,Black,60-64,78088,32,4.0999999999999994e-4,2.8000000000000003e-4,5.8e-4,13,1.664788443806987e-4,0,0
Small Intestine,Male,Black,70-74,45789.2,37,8.1e-4,5.7e-4,0.001115,24,5.241410638316459e-4,0,0
Small Intestine,Female,All,50-54,1548758.2,143,9e-5,8e-5,1.1000000000000003e-4,61,3.938639356356596e-5,0,0
Small Intestine,Female,All,60-64,918696.2,197,2.1500000000000002e-4,1.8500000000000002e-4,2.4500000000000005e-4,116,1.262658972574394e-4,0,0
Small Intestine,Female,All,70-74,750127.4,227,3.05e-4,2.6499999999999994e-4,3.45e-4,172,2.2929438386066152e-4,0,0
Small Intestine,Female,Black,50-54,172564.2,27,1.55e-4,1.05e-4,2.2999999999999998e-4,15,8.692417083033444e-5,0,0
Small Intestine,Female,Black,60-64,96576.4,38,3.950000000000001e-4,2.8e-4,5.400000000000001e-4,22,2.277989239607192e-4,0,0
Small Intestine,Female,Black,70-74,66563.6,32,4.7999999999999996e-4,3.2999999999999994e-4,6.799999999999999e-4,23,3.4553419586681006e-4,0,0
Soft Tissue including Heart,Male,All,50-54,1482093,302,2.0499999999999997e-4,1.8e-4,2.3e-4,130,8.771379393870695e-5,0,0
Soft Tissue including Heart,Male,All,60-64,836793,268,3.1999999999999997e-4,2.85e-4,3.5999999999999997e-4,151,1.8045084029144604e-4,0,0
Soft Tissue including Heart,Male,All,70-74,592901.4,327,5.5e-4,4.95e-4,6.15e-4,237,3.997291961192873e-4,0,0
Soft Tissue including Heart,Male,Black,50-54,148162.6,23,1.55e-4,9.999999999999999e-5,2.3499999999999997e-4,14,9.449078242417452e-5,0,0
Soft Tissue including Heart,Male,Black,60-64,78088,21,2.7e-4,1.65e-4,4.0999999999999994e-4,13,1.664788443806987e-4,0,0
Soft Tissue including Heart,Male,Black,70-74,45789.2,26,5.7e-4,3.7000000000000005e-4,8.300000000000001e-4,19,4.149450088667197e-4,0,0
Soft Tissue including Heart,Female,All,50-54,1548758.2,268,1.7500000000000003e-4,1.55e-4,1.95e-4,94,6.069378680287213e-5,0,0
Soft Tissue including Heart,Female,All,60-64,918696.2,226,2.4500000000000005e-4,2.1500000000000002e-4,2.8000000000000003e-4,131,1.4259338397176348e-4,0,0
Soft Tissue including Heart,Female,All,70-74,750127.4,252,3.35e-4,2.95e-4,3.7999999999999997e-4,177,2.3595991827521565e-4,0,0
Soft Tissue including Heart,Female,Black,50-54,172564.2,38,2.2e-4,1.55e-4,3e-4,15,8.692417083033444e-5,0,0
Soft Tissue including Heart,Female,Black,60-64,96576.4,26,2.7000000000000006e-4,1.7500000000000003e-4,3.950000000000001e-4,14,1.4496295161136677e-4,0,0
Soft Tissue including Heart,Female,Black,70-74,66563.6,27,4.049999999999999e-4,2.6499999999999994e-4,5.9e-4,20,3.004645181450522e-4,0,0
Stomach,Male,All,50-54,1482093,733,4.95e-4,4.6e-4,5.3e-4,574,3.87290136313983e-4,4.539143845899009e-4,4.539143845899009e-4
Stomach,Male,All,60-64,836793,1190,0.00142,0.0013399999999999998,0.0015049999999999998,956,0.001142456975620016,8.039543017209752e-4,0.0016079086034419504
Stomach,Male,All,70-74,592901.4,1651,0.002785,0.0026499999999999996,0.0029199999999999994,1436,0.002421987871845133,0.0022693261712655763,0.0022693261712655763
Stomach,Male,Black,50-54,148162.6,148,0.001,8.449999999999999e-4,0.001175,100,6.749341601726751e-4,5.05587806909436e-4,0.001011175613818872
Stomach,Male,Black,60-64,78088,169,0.002165,0.0018499999999999999,0.0025150000000000003,128,0.0016391763139022642,9.592921319536934e-4,0.0019185842639073867
Stomach,Male,Black,70-74,45789.2,195,0.004260000000000001,0.0036799999999999997,0.0049,152,0.0033195600709337576,0.003271915822945149,0.003271915822945149
Stomach,Female,All,50-54,1548758.2,390,2.5e-4,2.2500000000000002e-4,2.8e-4,283,1.8272703899162567e-4,0,0
Stomach,Female,All,60-64,918696.2,510,5.55e-4,5.1e-4,6.05e-4,383,4.168951607724077e-4,7.505457527744211e-4,7.505457527744211e-4
Stomach,Female,All,70-74,750127.4,973,0.001295,0.001215,0.00138,781,0.0010411564755533527,9.192085651050742e-4,9.192085651050742e-4
Stomach,Female,Black,50-54,172564.2,75,4.349999999999999e-4,3.3999999999999997e-4,5.449999999999999e-4,51,2.955421808231371e-4,0,4.689876289520074e-4
Stomach,Female,Black,60-64,96576.4,94,9.750000000000001e-4,7.85e-4,0.00119,67,6.937512684258266e-4,8.379943236649949e-4,8.379943236649949e-4
Stomach,Female,Black,70-74,66563.6,140,0.0021049999999999997,0.0017699999999999999,0.00248,96,0.0014422296870962507,0.0012158368087062598,0.0012158368087062598
Testis,Male,All,50-54,1482093,330,2.2500000000000002e-4,2e-4,2.5e-4,69,4.6555782936698306e-5,0,0
Testis,Male,All,60-64,836793,71,8.499999999999999e-5,6.5e-5,1.05e-4,34,4.063131503251103e-5,0,0
Testis,Male,All,70-74,592901.4,26,4.5e-5,2.9999999999999997e-5,6.500000000000001e-5,17,2.867255837142567e-5,0,0
Testis,Male,Black,50-54,148162.6,10,6.5e-5,3e-5,1.25e-4,2,1.3498683203453502e-5,0,0
Testis,Male,Black,60-64,78088,4,4.9999999999999996e-5,1.4999999999999999e-5,1.3e-4,2,2.5612129904722878e-5,0,0
Testis,Male,Black,70-74,45789.2,0,0,0,8e-5,0,0,0,0
Testis,Female,All,50-54,1548758.2,0,0,0,0,0,0,0,0
Testis,Female,All,60-64,918696.2,0,0,0,5.000000000000001e-6,0,0,0,0
Testis,Female,All,70-74,750127.4,0,0,0,5e-6,0,0,0,0
Testis,Female,Black,50-54,172564.2,0,0,0,2e-5,0,0,0,0
Testis,Female,Black,60-64,96576.4,0,0,0,4e-5,0,0,0,0
Testis,Female,Black,70-74,66563.6,0,0,0,5.5e-5,0,0,0,0
Thyroid,Male,All,50-54,1482093,516,3.4999999999999994e-4,3.2e-4,3.7999999999999997e-4,103,6.949631365912935e-5,0,0
Thyroid,Male,All,60-64,836793,386,4.6e-4,4.15e-4,5.1e-4,152,1.8164587896887284e-4,0,0
Thyroid,Male,All,70-74,592901.4,322,5.449999999999999e-4,4.849999999999999e-4,6.05e-4,214,3.60936911263829e-4,0,0
Thyroid,Male,Black,50-54,148162.6,32,2.1499999999999997e-4,1.5e-4,3.0499999999999993e-4,6,4.049604961036051e-5,0,0
Thyroid,Male,Black,60-64,78088,21,2.7e-4,1.65e-4,4.0999999999999994e-4,7,8.964245466653007e-5,0,0
Thyroid,Male,Black,70-74,45789.2,24,5.250000000000001e-4,3.35e-4,7.8e-4,14,3.0574895390179344e-4,0,0
Thyroid,Female,All,50-54,1548758.2,1524,9.85e-4,9.35e-4,0.001035,190,1.2267893077176284e-4,0,0
Thyroid,Female,All,60-64,918696.2,810,8.800000000000001e-4,8.199999999999999e-4,9.45e-4,202,2.198768210862307e-4,0,0
Thyroid,Female,All,70-74,750127.4,622,8.300000000000001e-4,7.650000000000001e-4,8.95e-4,331,4.4125837824348236e-4,0,9.192085651050742e-4
Thyroid,Female,Black,50-54,172564.2,123,7.149999999999999e-4,5.9e-4,8.500000000000001e-4,19,1.1010394971842363e-4,0,0
Thyroid,Female,Black,60-64,96576.4,64,6.650000000000001e-4,5.1e-4,8.45e-4,18,1.8638093778604298e-4,0,0
Thyroid,Female,Black,70-74,66563.6,46,6.9e-4,5.049999999999999e-4,9.199999999999998e-4,26,3.906038735885679e-4,0,0
Tongue,Male,All,50-54,1482093,661,4.45e-4,4.1500000000000006e-4,4.7999999999999996e-4,376,2.5369528093041393e-4,4.539143845899009e-4,4.539143845899009e-4
Tongue,Male,All,60-64,836793,585,7e-4,6.450000000000001e-4,7.599999999999999e-4,406,4.851857030352787e-4,8.039543017209752e-4,8.039543017209752e-4
Tongue,Male,All,70-74,592901.4,447,7.549999999999999e-4,6.85e-4,8.25e-4,368,6.206765576873321e-4,0,0.0011346630856327881
Tongue,Male,Black,50-54,148162.6,81,5.449999999999999e-4,4.349999999999999e-4,6.799999999999998e-4,61,4.117098377053318e-4,5.05587806909436e-4,5.05587806909436e-4
Tongue,Male,Black,60-64,78088,68,8.699999999999998e-4,6.75e-4,0.0011049999999999999,57,7.29945702284602e-4,9.592921319536934e-4,9.592921319536934e-4
Tongue,Male,Black,70-74,45789.2,35,7.650000000000002e-4,5.300000000000001e-4,0.0010650000000000002,33,7.206939627685131e-4,0,0.0016359579114725744
Tongue,Female,All,50-54,1548758.2,208,1.3500000000000003e-4,1.1499999999999998e-4,1.55e-4,105,6.77962512159742e-5,0,0
Tongue,Female,All,60-64,918696.2,217,2.3500000000000002e-4,2.0499999999999997e-4,2.7e-4,140,1.523898760003579e-4,0,0
Tongue,Female,All,70-74,750127.4,239,3.2e-4,2.8e-4,3.5999999999999997e-4,182,2.4262545268976976e-4,0,0
Tongue,Female,Black,50-54,172564.2,20,1.1499999999999999e-4,7e-5,1.7999999999999998e-4,14,8.112922610831214e-5,0,0
Tongue,Female,Black,60-64,96576.4,17,1.7500000000000003e-4,1.0500000000000002e-4,2.8e-4,14,1.4496295161136677e-4,0,0
